finding_id,finding_type,severity,confidence,status,turn_index,decision_id,player_id,model_id,summary,human_review_required,tags
trace-000168,house_built,low,1.0,deterministic,83,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000169,property_unmortgaged,low,1.0,deterministic,84,,Grok 4.3,,Grok 4.3 generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000170,major_cash_swing,medium,1.0,deterministic,87,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000171,major_cash_swing,medium,1.0,deterministic,87,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -200 for BUILD,False,major_cash_swing
trace-000172,house_built,low,1.0,deterministic,87,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000173,house_built,low,1.0,deterministic,87,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000174,major_cash_swing,medium,1.0,deterministic,91,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000175,major_cash_swing,medium,1.0,deterministic,93,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000176,house_built,low,1.0,deterministic,93,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000177,property_mortgaged,low,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000178,property_mortgaged,low,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000179,property_mortgaged,low,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000180,major_cash_swing,medium,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 cash changed by 200 for MORTGAGE,False,major_cash_swing
trace-000181,property_mortgaged,low,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000182,major_cash_swing,medium,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 cash changed by -450 for RENT,False,major_cash_swing
trace-000183,major_cash_swing,medium,1.0,deterministic,98,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 450 for RENT,False,major_cash_swing
trace-000184,large_rent_payment,medium,1.0,deterministic,98,,Grok 4.3,,Grok 4.3 paid 450 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000185,major_cash_swing,medium,1.0,deterministic,102,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -300 for BUILD,False,major_cash_swing
trace-000186,house_built,low,1.0,deterministic,102,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000187,house_built,low,1.0,deterministic,102,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000188,house_built,low,1.0,deterministic,102,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000189,house_built,low,1.0,deterministic,103,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000190,major_cash_swing,medium,1.0,deterministic,104,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000191,sent_to_jail,medium,1.0,deterministic,106,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview was sent to jail,False,sent_to_jail
trace-000192,property_purchase,low,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini purchased property for 60,False,property_purchase
trace-000193,property_unmortgaged,low,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000194,major_cash_swing,medium,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by -400 for BUILD,False,major_cash_swing
trace-000195,house_built,low,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOUSE_BUILT,False,house_built
trace-000196,house_built,low,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOUSE_BUILT,False,house_built
trace-000197,hotel_built,medium,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOTEL_BUILT,False,hotel_built
trace-000198,hotel_built,medium,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOTEL_BUILT,False,hotel_built
trace-000199,property_mortgaged,low,1.0,deterministic,108,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000200,hotel_sold,medium,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOTEL_SOLD,False,hotel_sold
trace-000201,hotel_sold,medium,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOTEL_SOLD,False,hotel_sold
trace-000202,major_cash_swing,medium,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by 200 for SELL_BUILDING,False,major_cash_swing
trace-000203,house_sold,medium,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOUSE_SOLD,False,house_sold
trace-000204,house_sold,medium,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated HOUSE_SOLD,False,house_sold
trace-000205,major_cash_swing,medium,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by -438 for BANKRUPTCY_CASH,False,major_cash_swing
trace-000206,bankruptcy_cash_loss,high,1.0,deterministic,109,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini lost cash during bankruptcy resolution,False,bankruptcy_cash_loss
trace-000207,major_cash_swing,medium,1.0,deterministic,109,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 438 for BANKRUPTCY_CASH,False,major_cash_swing
trace-000208,major_cash_swing,medium,1.0,deterministic,110,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000209,major_cash_swing,medium,1.0,deterministic,112,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000210,house_built,low,1.0,deterministic,112,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000211,trade_proposed,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000212,trade_rejected,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000213,trade_proposed,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Grok 4.3,False,trade_proposed
trace-000214,trade_accepted,medium,1.0,deterministic,119,,Gemini 3 Flash Preview,,TRADE_ACCEPTED between Gemini 3 Flash Preview and Grok 4.3,False,trade_accepted
trace-000215,major_cash_swing,medium,1.0,deterministic,119,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -200 for TRADE_CASH,False,major_cash_swing
trace-000216,major_cash_swing,medium,1.0,deterministic,119,,Grok 4.3,,Grok 4.3 cash changed by 200 for TRADE_CASH,False,major_cash_swing
trace-000217,property_transfer,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,Grok 4.3 transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000218,property_transfer,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,Grok 4.3 transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000219,trade_proposed,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000220,trade_rejected,low,1.0,deterministic,119,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000221,major_cash_swing,medium,1.0,deterministic,120,,Grok 4.3,,Grok 4.3 cash changed by -300 for BUILD,False,major_cash_swing
trace-000222,house_built,low,1.0,deterministic,120,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000223,house_built,low,1.0,deterministic,120,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000224,property_purchase,low,1.0,deterministic,121,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview purchased property for 10,False,property_purchase
trace-000225,auction_low_price_win,medium,1.0,deterministic,121,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview won WATER_WORKS for 10 below half list 150,False,auction_low_price_win
trace-000226,major_cash_swing,medium,1.0,deterministic,123,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000227,property_purchase,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview purchased property for 320,False,property_purchase
trace-000228,major_cash_swing,medium,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -320 for buy_property,False,major_cash_swing
trace-000229,trade_proposed,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000230,trade_rejected,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000231,property_mortgaged,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000232,property_mortgaged,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000233,property_mortgaged,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000234,property_mortgaged,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000235,property_mortgaged,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000236,property_mortgaged,low,1.0,deterministic,124,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000237,major_cash_swing,medium,1.0,deterministic,128,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000238,sent_to_jail,medium,1.0,deterministic,128,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview was sent to jail,False,sent_to_jail
trace-000239,major_cash_swing,high,1.0,deterministic,130,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -700 for RENT,False,major_cash_swing
trace-000240,major_cash_swing,high,1.0,deterministic,130,,Grok 4.3,,Grok 4.3 cash changed by 700 for RENT,False,major_cash_swing
trace-000241,large_rent_payment,high,1.0,deterministic,130,,Claude Haiku 4.5,,Claude Haiku 4.5 paid 700 rent to Grok 4.3,False,large_rent_payment
trace-000242,major_cash_swing,medium,1.0,deterministic,132,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000243,house_built,low,1.0,deterministic,132,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000244,major_cash_swing,medium,1.0,deterministic,135,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000245,major_cash_swing,medium,1.0,deterministic,136,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000246,major_cash_swing,high,1.0,deterministic,136,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -750 for RENT,False,major_cash_swing
trace-000247,major_cash_swing,high,1.0,deterministic,136,,Grok 4.3,,Grok 4.3 cash changed by 750 for RENT,False,major_cash_swing
trace-000248,large_rent_payment,high,1.0,deterministic,136,,Claude Haiku 4.5,,Claude Haiku 4.5 paid 750 rent to Grok 4.3,False,large_rent_payment
trace-000249,trade_proposed,low,1.0,deterministic,140,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000250,trade_rejected,low,1.0,deterministic,140,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000251,trade_proposed,low,1.0,deterministic,140,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000252,trade_rejected,low,1.0,deterministic,140,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000253,major_cash_swing,medium,1.0,deterministic,142,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000254,major_cash_swing,high,1.0,deterministic,142,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -625 for RENT,False,major_cash_swing
trace-000255,major_cash_swing,high,1.0,deterministic,142,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 625 for RENT,False,major_cash_swing
trace-000256,large_rent_payment,high,1.0,deterministic,142,,Claude Haiku 4.5,,Claude Haiku 4.5 paid 625 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000257,property_mortgaged,low,1.0,deterministic,142,,Claude Haiku 4.5,,Claude Haiku 4.5 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000258,property_mortgaged,low,1.0,deterministic,142,,Claude Haiku 4.5,,Claude Haiku 4.5 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000259,trade_proposed,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000260,trade_rejected,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000261,trade_proposed,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000262,trade_accepted,medium,1.0,deterministic,143,,Gemini 3 Flash Preview,,TRADE_ACCEPTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_accepted
trace-000263,major_cash_swing,medium,1.0,deterministic,143,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -300 for TRADE_CASH,False,major_cash_swing
trace-000264,major_cash_swing,medium,1.0,deterministic,143,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 300 for TRADE_CASH,False,major_cash_swing
trace-000265,property_transfer,low,1.0,deterministic,143,,Claude Haiku 4.5,,Gemini 3 Flash Preview transferred property to Claude Haiku 4.5,False,property_transfer
trace-000266,property_transfer,low,1.0,deterministic,143,,Claude Haiku 4.5,,Gemini 3 Flash Preview transferred property to Claude Haiku 4.5,False,property_transfer
trace-000267,property_transfer,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,Claude Haiku 4.5 transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000268,property_transfer,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,Claude Haiku 4.5 transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000269,property_unmortgaged,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000270,property_unmortgaged,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000271,property_unmortgaged,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000272,property_unmortgaged,low,1.0,deterministic,143,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000273,major_cash_swing,medium,1.0,deterministic,145,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -200 for RENT,False,major_cash_swing
trace-000274,major_cash_swing,medium,1.0,deterministic,145,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for RENT,False,major_cash_swing
trace-000275,large_rent_payment,medium,1.0,deterministic,145,,Claude Haiku 4.5,,Claude Haiku 4.5 paid 200 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000276,major_cash_swing,medium,1.0,deterministic,147,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000277,major_cash_swing,medium,1.0,deterministic,148,,Grok 4.3,,Grok 4.3 cash changed by 200 for BANK_ERROR_COLLECT_200,False,major_cash_swing
trace-000278,major_cash_swing,medium,1.0,deterministic,154,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000279,major_cash_swing,medium,1.0,deterministic,154,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000280,major_cash_swing,medium,1.0,deterministic,158,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000281,property_mortgaged,low,1.0,deterministic,158,,Claude Haiku 4.5,,Claude Haiku 4.5 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000282,major_cash_swing,medium,1.0,deterministic,163,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -400 for RENT,False,major_cash_swing
trace-000283,major_cash_swing,medium,1.0,deterministic,163,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 400 for RENT,False,major_cash_swing
trace-000284,large_rent_payment,medium,1.0,deterministic,163,,Claude Haiku 4.5,,Claude Haiku 4.5 paid 400 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000285,trade_proposed,low,1.0,deterministic,164,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000286,trade_rejected,low,1.0,deterministic,164,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000287,trade_proposed,low,1.0,deterministic,164,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000288,trade_rejected,low,1.0,deterministic,164,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000289,property_unmortgaged,low,1.0,deterministic,164,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000290,property_unmortgaged,low,1.0,deterministic,164,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000291,property_mortgaged,low,1.0,deterministic,166,,Claude Haiku 4.5,,Claude Haiku 4.5 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000292,major_cash_swing,high,1.0,deterministic,166,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -627 for BANKRUPTCY_CASH,False,major_cash_swing
trace-000293,bankruptcy_cash_loss,high,1.0,deterministic,166,,Claude Haiku 4.5,,Claude Haiku 4.5 lost cash during bankruptcy resolution,False,bankruptcy_cash_loss
trace-000294,major_cash_swing,high,1.0,deterministic,166,,Grok 4.3,,Grok 4.3 cash changed by 627 for BANKRUPTCY_CASH,False,major_cash_swing
trace-000295,major_cash_swing,medium,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000296,major_cash_swing,medium,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -200 for TAX_INCOME,False,major_cash_swing
trace-000297,trade_proposed,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Grok 4.3,False,trade_proposed
trace-000298,trade_accepted,medium,1.0,deterministic,167,,Gemini 3 Flash Preview,,TRADE_ACCEPTED between Gemini 3 Flash Preview and Grok 4.3,False,trade_accepted
trace-000299,major_cash_swing,high,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -500 for TRADE_CASH,False,major_cash_swing
trace-000300,major_cash_swing,high,1.0,deterministic,167,,Grok 4.3,,Grok 4.3 cash changed by 500 for TRADE_CASH,False,major_cash_swing
trace-000301,property_transfer,low,1.0,deterministic,167,,Grok 4.3,,Gemini 3 Flash Preview transferred property to Grok 4.3,False,property_transfer
trace-000302,property_transfer,low,1.0,deterministic,167,,Grok 4.3,,Gemini 3 Flash Preview transferred property to Grok 4.3,False,property_transfer
trace-000303,property_transfer,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Grok 4.3 transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000304,property_mortgaged,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000305,property_unmortgaged,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000306,property_mortgaged,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000307,property_mortgaged,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000308,property_mortgaged,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000309,property_mortgaged,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000310,major_cash_swing,high,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -900 for BUILD,False,major_cash_swing
trace-000311,house_built,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000312,house_built,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000313,house_built,low,1.0,deterministic,167,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000314,major_cash_swing,medium,1.0,deterministic,168,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000315,major_cash_swing,medium,1.0,deterministic,168,,Grok 4.3,,Grok 4.3 cash changed by -200 for TAX_INCOME,False,major_cash_swing
trace-000316,major_cash_swing,medium,1.0,deterministic,168,,Grok 4.3,,Grok 4.3 cash changed by -221 for UNMORTGAGE,False,major_cash_swing
trace-000317,property_unmortgaged,low,1.0,deterministic,168,,Grok 4.3,,Grok 4.3 generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000318,property_unmortgaged,low,1.0,deterministic,168,,Grok 4.3,,Grok 4.3 generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000319,property_mortgaged,low,1.0,deterministic,171,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000320,major_cash_swing,medium,1.0,deterministic,171,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -200 for BUILD,False,major_cash_swing
trace-000321,house_built,low,1.0,deterministic,171,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000322,house_built,low,1.0,deterministic,171,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000323,major_cash_swing,high,1.0,deterministic,172,,Grok 4.3,,Grok 4.3 cash changed by -600 for RENT,False,major_cash_swing
trace-000324,major_cash_swing,high,1.0,deterministic,172,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 600 for RENT,False,major_cash_swing
trace-000325,large_rent_payment,high,1.0,deterministic,172,,Grok 4.3,,Grok 4.3 paid 600 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000326,house_sold,medium,1.0,deterministic,173,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_SOLD,False,house_sold
trace-000327,house_sold,medium,1.0,deterministic,173,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_SOLD,False,house_sold
trace-000328,major_cash_swing,high,1.0,deterministic,173,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -700 for RENT,False,major_cash_swing
trace-000329,major_cash_swing,high,1.0,deterministic,173,,Grok 4.3,,Grok 4.3 cash changed by 700 for RENT,False,major_cash_swing
trace-000330,large_rent_payment,high,1.0,deterministic,173,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview paid 700 rent to Grok 4.3,False,large_rent_payment
trace-000331,major_cash_swing,medium,1.0,deterministic,179,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000332,major_cash_swing,medium,1.0,deterministic,180,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000333,major_cash_swing,medium,1.0,deterministic,180,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -200 for BUILD,False,major_cash_swing
trace-000334,house_built,low,1.0,deterministic,180,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000335,house_built,low,1.0,deterministic,180,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000336,major_cash_swing,high,1.0,deterministic,181,,Grok 4.3,,Grok 4.3 cash changed by -700 for RENT,False,major_cash_swing
trace-000337,major_cash_swing,high,1.0,deterministic,181,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 700 for RENT,False,major_cash_swing
trace-000338,large_rent_payment,high,1.0,deterministic,181,,Grok 4.3,,Grok 4.3 paid 700 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000339,major_cash_swing,high,1.0,deterministic,182,,Grok 4.3,,Grok 4.3 cash changed by -800 for RENT,False,major_cash_swing
trace-000340,major_cash_swing,high,1.0,deterministic,182,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 800 for RENT,False,major_cash_swing
trace-000341,large_rent_payment,high,1.0,deterministic,182,,Grok 4.3,,Grok 4.3 paid 800 rent to Gemini 3 Flash Preview,False,large_rent_payment
trace-000342,property_unmortgaged,low,1.0,deterministic,183,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000343,property_unmortgaged,low,1.0,deterministic,183,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
