evidence_id,artifact_type,provenance,source_path,run_relative_source_path,locator_type,locator,source_locator,source_object_id,source_sequence,source_turn,source_attempt,description,referenced_outputs_json,referenced_sections_json,referenced_outputs_sections,resolution_status
EVD-DEC-000315-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000315;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000315;phase=decision_resolved,mock-44910-42ec35c5-dec-000315,2233,121,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000315",[],[],[],resolved_frozen_artifact
EVD-DEC-000315-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000315;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000315;phase=decision_started,mock-44910-42ec35c5-dec-000315,,121,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000315,[],[],[],resolved_frozen_artifact
EVD-DEC-000316-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000316;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000316;phase=decision_resolved,mock-44910-42ec35c5-dec-000316,2238,121,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000316",[],[],[],resolved_frozen_artifact
EVD-DEC-000316-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000316;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000316;phase=decision_started,mock-44910-42ec35c5-dec-000316,,121,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000316,[],[],[],resolved_frozen_artifact
EVD-DEC-000317-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000317;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000317;phase=decision_resolved,mock-44910-42ec35c5-dec-000317,2246,121,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000317",[],[],[],resolved_frozen_artifact
EVD-DEC-000317-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000317;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000317;phase=decision_started,mock-44910-42ec35c5-dec-000317,,121,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000317,[],[],[],resolved_frozen_artifact
EVD-DEC-000318-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000318;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000318;phase=decision_resolved,mock-44910-42ec35c5-dec-000318,2250,121,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000318",[],[],[],resolved_frozen_artifact
EVD-DEC-000318-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000318;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000318;phase=decision_started,mock-44910-42ec35c5-dec-000318,,121,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000318,[],[],[],resolved_frozen_artifact
EVD-DEC-000319-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000319;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000319;phase=decision_resolved,mock-44910-42ec35c5-dec-000319,2259,122,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000319",[],[],[],resolved_frozen_artifact
EVD-DEC-000319-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000319;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000319;phase=decision_started,mock-44910-42ec35c5-dec-000319,,122,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000319,[],[],[],resolved_frozen_artifact
EVD-DEC-000320-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000320;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000320;phase=decision_resolved,mock-44910-42ec35c5-dec-000320,2271,123,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000320",[],[],[],resolved_frozen_artifact
EVD-DEC-000320-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000320;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000320;phase=decision_started,mock-44910-42ec35c5-dec-000320,,123,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000320,[],[],[],resolved_frozen_artifact
EVD-DEC-000321-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000321;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000321;phase=decision_resolved,mock-44910-42ec35c5-dec-000321,2281,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000321",[],[],[],resolved_frozen_artifact
EVD-DEC-000321-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000321;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000321;phase=decision_started,mock-44910-42ec35c5-dec-000321,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000321,[],[],[],resolved_frozen_artifact
EVD-DEC-000322-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000322;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000322;phase=decision_resolved,mock-44910-42ec35c5-dec-000322,2286,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000322",[],[],[],resolved_frozen_artifact
EVD-DEC-000322-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000322;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000322;phase=decision_started,mock-44910-42ec35c5-dec-000322,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000322,[],[],[],resolved_frozen_artifact
EVD-DEC-000323-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000323;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000323;phase=decision_resolved,mock-44910-42ec35c5-dec-000323,2291,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000323",[],[],[],resolved_frozen_artifact
EVD-DEC-000323-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000323;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000323;phase=decision_started,mock-44910-42ec35c5-dec-000323,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000323,[],[],[],resolved_frozen_artifact
EVD-DEC-000324-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000324;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000324;phase=decision_resolved,mock-44910-42ec35c5-dec-000324,2297,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000324",[],[],[],resolved_frozen_artifact
EVD-DEC-000324-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000324;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000324;phase=decision_started,mock-44910-42ec35c5-dec-000324,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000324,[],[],[],resolved_frozen_artifact
EVD-DEC-000325-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000325;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000325;phase=decision_resolved,mock-44910-42ec35c5-dec-000325,2303,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000325",[],[],[],resolved_frozen_artifact
EVD-DEC-000325-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000325;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000325;phase=decision_started,mock-44910-42ec35c5-dec-000325,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000325,[],[],[],resolved_frozen_artifact
EVD-DEC-000326-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000326;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000326;phase=decision_resolved,mock-44910-42ec35c5-dec-000326,2309,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000326",[],[],[],resolved_frozen_artifact
EVD-DEC-000326-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000326;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000326;phase=decision_started,mock-44910-42ec35c5-dec-000326,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000326,[],[],[],resolved_frozen_artifact
EVD-DEC-000327-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000327;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000327;phase=decision_resolved,mock-44910-42ec35c5-dec-000327,2315,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000327",[],[],[],resolved_frozen_artifact
EVD-DEC-000327-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000327;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000327;phase=decision_started,mock-44910-42ec35c5-dec-000327,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000327,[],[],[],resolved_frozen_artifact
EVD-DEC-000328-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000328;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000328;phase=decision_resolved,mock-44910-42ec35c5-dec-000328,2321,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000328",[],[],[],resolved_frozen_artifact
EVD-DEC-000328-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000328;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000328;phase=decision_started,mock-44910-42ec35c5-dec-000328,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000328,[],[],[],resolved_frozen_artifact
EVD-DEC-000329-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000329;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000329;phase=decision_resolved,mock-44910-42ec35c5-dec-000329,2327,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000329",[],[],[],resolved_frozen_artifact
EVD-DEC-000329-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000329;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000329;phase=decision_started,mock-44910-42ec35c5-dec-000329,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000329,[],[],[],resolved_frozen_artifact
EVD-DEC-000330-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000330;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000330;phase=decision_resolved,mock-44910-42ec35c5-dec-000330,2331,124,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000330",[],[],[],resolved_frozen_artifact
EVD-DEC-000330-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000330;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000330;phase=decision_started,mock-44910-42ec35c5-dec-000330,,124,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000330,[],[],[],resolved_frozen_artifact
EVD-DEC-000331-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000331;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000331;phase=decision_resolved,mock-44910-42ec35c5-dec-000331,2339,125,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000331",[],[],[],resolved_frozen_artifact
EVD-DEC-000331-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000331;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000331;phase=decision_started,mock-44910-42ec35c5-dec-000331,,125,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000331,[],[],[],resolved_frozen_artifact
EVD-DEC-000332-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000332;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000332;phase=decision_resolved,mock-44910-42ec35c5-dec-000332,2347,126,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000332",[],[],[],resolved_frozen_artifact
EVD-DEC-000332-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000332;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000332;phase=decision_started,mock-44910-42ec35c5-dec-000332,,126,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000332,[],[],[],resolved_frozen_artifact
EVD-DEC-000333-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000333;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000333;phase=decision_resolved,mock-44910-42ec35c5-dec-000333,2357,127,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000333",[],[],[],resolved_frozen_artifact
EVD-DEC-000333-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000333;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000333;phase=decision_started,mock-44910-42ec35c5-dec-000333,,127,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000333,[],[],[],resolved_frozen_artifact
EVD-DEC-000334-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000334;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000334;phase=decision_resolved,mock-44910-42ec35c5-dec-000334,2373,129,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000334",[],[],[],resolved_frozen_artifact
EVD-DEC-000334-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000334;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000334;phase=decision_started,mock-44910-42ec35c5-dec-000334,,129,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000334,[],[],[],resolved_frozen_artifact
EVD-DEC-000335-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000335;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000335;phase=decision_resolved,mock-44910-42ec35c5-dec-000335,2384,130,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000335",[],[],[],resolved_frozen_artifact
EVD-DEC-000335-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000335;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000335;phase=decision_started,mock-44910-42ec35c5-dec-000335,,130,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000335,[],[],[],resolved_frozen_artifact
EVD-DEC-000336-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000336;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000336;phase=decision_resolved,mock-44910-42ec35c5-dec-000336,2391,131,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000336",[],[],[],resolved_frozen_artifact
EVD-DEC-000336-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000336;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000336;phase=decision_started,mock-44910-42ec35c5-dec-000336,,131,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000336,[],[],[],resolved_frozen_artifact
EVD-DEC-000337-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000337;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000337;phase=decision_resolved,mock-44910-42ec35c5-dec-000337,2404,132,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000337",[],[],[],resolved_frozen_artifact
EVD-DEC-000337-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000337;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000337;phase=decision_started,mock-44910-42ec35c5-dec-000337,,132,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000337,[],[],[],resolved_frozen_artifact
EVD-DEC-000338-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000338;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000338;phase=decision_resolved,mock-44910-42ec35c5-dec-000338,2408,132,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000338",[],[],[],resolved_frozen_artifact
EVD-DEC-000338-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000338;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000338;phase=decision_started,mock-44910-42ec35c5-dec-000338,,132,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000338,[],[],[],resolved_frozen_artifact
EVD-DEC-000339-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000339;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000339;phase=decision_resolved,mock-44910-42ec35c5-dec-000339,2416,133,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000339",[],[],[],resolved_frozen_artifact
EVD-DEC-000339-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000339;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000339;phase=decision_started,mock-44910-42ec35c5-dec-000339,,133,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000339,[],[],[],resolved_frozen_artifact
EVD-DEC-000340-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000340;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000340;phase=decision_resolved,mock-44910-42ec35c5-dec-000340,2423,134,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000340",[],[],[],resolved_frozen_artifact
EVD-DEC-000340-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000340;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000340;phase=decision_started,mock-44910-42ec35c5-dec-000340,,134,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000340,[],[],[],resolved_frozen_artifact
EVD-DEC-000341-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000341;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000341;phase=decision_resolved,mock-44910-42ec35c5-dec-000341,2434,135,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000341",[],[],[],resolved_frozen_artifact
EVD-DEC-000341-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000341;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000341;phase=decision_started,mock-44910-42ec35c5-dec-000341,,135,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000341,[],[],[],resolved_frozen_artifact
EVD-DEC-000342-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000342;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000342;phase=decision_resolved,mock-44910-42ec35c5-dec-000342,2448,136,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000342",[],[],[],resolved_frozen_artifact
EVD-DEC-000342-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000342;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000342;phase=decision_started,mock-44910-42ec35c5-dec-000342,,136,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000342,[],[],[],resolved_frozen_artifact
EVD-DEC-000343-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000343;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000343;phase=decision_resolved,mock-44910-42ec35c5-dec-000343,2456,137,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000343",[],[],[],resolved_frozen_artifact
EVD-DEC-000343-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000343;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000343;phase=decision_started,mock-44910-42ec35c5-dec-000343,,137,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000343,[],[],[],resolved_frozen_artifact
EVD-DEC-000344-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000344;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000344;phase=decision_resolved,mock-44910-42ec35c5-dec-000344,2460,137,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000344",[],[],[],resolved_frozen_artifact
EVD-DEC-000344-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000344;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000344;phase=decision_started,mock-44910-42ec35c5-dec-000344,,137,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000344,[],[],[],resolved_frozen_artifact
EVD-DEC-000345-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000345;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000345;phase=decision_resolved,mock-44910-42ec35c5-dec-000345,2468,138,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000345",[],[],[],resolved_frozen_artifact
EVD-DEC-000345-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000345;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000345;phase=decision_started,mock-44910-42ec35c5-dec-000345,,138,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000345,[],[],[],resolved_frozen_artifact
EVD-DEC-000346-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000346;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000346;phase=decision_resolved,mock-44910-42ec35c5-dec-000346,2476,139,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000346",[],[],[],resolved_frozen_artifact
EVD-DEC-000346-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000346;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000346;phase=decision_started,mock-44910-42ec35c5-dec-000346,,139,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000346,[],[],[],resolved_frozen_artifact
EVD-DEC-000347-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000347;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000347;phase=decision_resolved,mock-44910-42ec35c5-dec-000347,2488,140,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000347",[],[],[],resolved_frozen_artifact
EVD-DEC-000347-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000347;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000347;phase=decision_started,mock-44910-42ec35c5-dec-000347,,140,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000347,[],[],[],resolved_frozen_artifact
EVD-DEC-000348-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000348;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000348;phase=decision_resolved,mock-44910-42ec35c5-dec-000348,2493,140,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000348",[],[],[],resolved_frozen_artifact
EVD-DEC-000348-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000348;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000348;phase=decision_started,mock-44910-42ec35c5-dec-000348,,140,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000348,[],[],[],resolved_frozen_artifact
EVD-DEC-000349-RESOLVED,decision_resolution,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000349;phase=decision_resolved,decision_id=mock-44910-42ec35c5-dec-000349;phase=decision_resolved,mock-44910-42ec35c5-dec-000349,2498,140,,"Resolved decision, attempts, and applied action for mock-44910-42ec35c5-dec-000349",[],[],[],resolved_frozen_artifact
EVD-DEC-000349-START,decision_start,frozen_source,run/decisions.jsonl,run/decisions.jsonl,source_locator,decision_id=mock-44910-42ec35c5-dec-000349;phase=decision_started,decision_id=mock-44910-42ec35c5-dec-000349;phase=decision_started,mock-44910-42ec35c5-dec-000349,,140,,Decision start and legal-action surface for mock-44910-42ec35c5-dec-000349,[],[],[],resolved_frozen_artifact
