seq,turn_index,event_id,event_type,actor_player_id,player_id,delta,reason
2352,127,mock-44910-42ec35c5-evt-002352,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,100,HOLIDAY_FUND_RECEIVE_100
2361,128,mock-44910-42ec35c5-evt-002361,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
2377,130,mock-44910-42ec35c5-evt-002377,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-700,RENT
2378,130,mock-44910-42ec35c5-evt-002378,CASH_CHANGED,Grok 4.3,Grok 4.3,700,RENT
2395,132,mock-44910-42ec35c5-evt-002395,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
2397,132,mock-44910-42ec35c5-evt-002397,CASH_CHANGED,Grok 4.3,Grok 4.3,20,INCOME_TAX_REFUND_COLLECT_20
2402,132,mock-44910-42ec35c5-evt-002402,CASH_CHANGED,Grok 4.3,Grok 4.3,-150,BUILD
2429,135,mock-44910-42ec35c5-evt-002429,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
2440,136,mock-44910-42ec35c5-evt-002440,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,200,PASS_GO
2441,136,mock-44910-42ec35c5-evt-002441,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-750,RENT
2442,136,mock-44910-42ec35c5-evt-002442,CASH_CHANGED,Grok 4.3,Grok 4.3,750,RENT
2480,140,mock-44910-42ec35c5-evt-002480,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-50,RENT
2481,140,mock-44910-42ec35c5-evt-002481,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,50,RENT
2511,141,mock-44910-42ec35c5-evt-002511,CASH_CHANGED,Grok 4.3,Grok 4.3,-16,RENT
2512,141,mock-44910-42ec35c5-evt-002512,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,16,RENT
2524,142,mock-44910-42ec35c5-evt-002524,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,200,PASS_GO
2525,142,mock-44910-42ec35c5-evt-002525,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-625,RENT
2526,142,mock-44910-42ec35c5-evt-002526,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,625,RENT
2532,142,mock-44910-42ec35c5-evt-002532,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,100,MORTGAGE
2538,142,mock-44910-42ec35c5-evt-002538,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,100,MORTGAGE
2568,143,mock-44910-42ec35c5-evt-002568,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-300,TRADE_CASH
2569,143,mock-44910-42ec35c5-evt-002569,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,300,TRADE_CASH
2574,143,mock-44910-42ec35c5-evt-002574,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-20,MORTGAGE_INTEREST
2575,143,mock-44910-42ec35c5-evt-002575,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-11,MORTGAGE_INTEREST
2580,143,mock-44910-42ec35c5-evt-002580,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
2586,143,mock-44910-42ec35c5-evt-002586,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
2592,143,mock-44910-42ec35c5-evt-002592,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
2598,143,mock-44910-42ec35c5-evt-002598,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
2616,145,mock-44910-42ec35c5-evt-002616,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-200,RENT
2617,145,mock-44910-42ec35c5-evt-002617,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,RENT
2635,147,mock-44910-42ec35c5-evt-002635,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
2645,148,mock-44910-42ec35c5-evt-002645,CASH_CHANGED,Grok 4.3,Grok 4.3,200,BANK_ERROR_COLLECT_200
2694,154,mock-44910-42ec35c5-evt-002694,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
2697,154,mock-44910-42ec35c5-evt-002697,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
2707,155,mock-44910-42ec35c5-evt-002707,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-50,DOCTOR_FEE_PAY_50
2732,158,mock-44910-42ec35c5-evt-002732,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,200,PASS_GO
2734,158,mock-44910-42ec35c5-evt-002734,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,100,LIFE_INSURANCE_COLLECT_100
2739,158,mock-44910-42ec35c5-evt-002739,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,50,MORTGAGE
2783,163,mock-44910-42ec35c5-evt-002783,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-400,RENT
2784,163,mock-44910-42ec35c5-evt-002784,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,400,RENT
2818,164,mock-44910-42ec35c5-evt-002818,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-83,UNMORTGAGE
2824,164,mock-44910-42ec35c5-evt-002824,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-83,UNMORTGAGE
2846,166,mock-44910-42ec35c5-evt-002846,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,100,MORTGAGE
2848,166,mock-44910-42ec35c5-evt-002848,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,-627,BANKRUPTCY_CASH
2849,166,mock-44910-42ec35c5-evt-002849,CASH_CHANGED,Grok 4.3,Grok 4.3,627,BANKRUPTCY_CASH
2850,166,mock-44910-42ec35c5-evt-002850,CASH_CHANGED,Claude Haiku 4.5,Claude Haiku 4.5,0,BANKRUPTCY
2859,167,mock-44910-42ec35c5-evt-002859,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
2860,167,mock-44910-42ec35c5-evt-002860,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-200,TAX_INCOME
2871,167,mock-44910-42ec35c5-evt-002871,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-500,TRADE_CASH
2872,167,mock-44910-42ec35c5-evt-002872,CASH_CHANGED,Grok 4.3,Grok 4.3,500,TRADE_CASH
2876,167,mock-44910-42ec35c5-evt-002876,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-10,MORTGAGE_INTEREST
2877,167,mock-44910-42ec35c5-evt-002877,CASH_CHANGED,Grok 4.3,Grok 4.3,-32,MORTGAGE_INTEREST
2882,167,mock-44910-42ec35c5-evt-002882,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,75,MORTGAGE
2888,167,mock-44910-42ec35c5-evt-002888,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
2894,167,mock-44910-42ec35c5-evt-002894,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,100,MORTGAGE
2900,167,mock-44910-42ec35c5-evt-002900,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,100,MORTGAGE
2906,167,mock-44910-42ec35c5-evt-002906,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,100,MORTGAGE
2912,167,mock-44910-42ec35c5-evt-002912,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,100,MORTGAGE
2918,167,mock-44910-42ec35c5-evt-002918,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-900,BUILD
2930,168,mock-44910-42ec35c5-evt-002930,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
2931,168,mock-44910-42ec35c5-evt-002931,CASH_CHANGED,Grok 4.3,Grok 4.3,-200,TAX_INCOME
2936,168,mock-44910-42ec35c5-evt-002936,CASH_CHANGED,Grok 4.3,Grok 4.3,-221,UNMORTGAGE
2942,168,mock-44910-42ec35c5-evt-002942,CASH_CHANGED,Grok 4.3,Grok 4.3,-193,UNMORTGAGE
2960,170,mock-44910-42ec35c5-evt-002960,CASH_CHANGED,Grok 4.3,Grok 4.3,-80,RENT
2961,170,mock-44910-42ec35c5-evt-002961,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,80,RENT
2975,171,mock-44910-42ec35c5-evt-002975,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,75,MORTGAGE
2981,171,mock-44910-42ec35c5-evt-002981,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-200,BUILD
2992,172,mock-44910-42ec35c5-evt-002992,CASH_CHANGED,Grok 4.3,Grok 4.3,-600,RENT
2993,172,mock-44910-42ec35c5-evt-002993,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,600,RENT
3007,173,mock-44910-42ec35c5-evt-003007,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,100,SELL_BUILDING
3010,173,mock-44910-42ec35c5-evt-003010,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-700,RENT
3011,173,mock-44910-42ec35c5-evt-003011,CASH_CHANGED,Grok 4.3,Grok 4.3,700,RENT
3045,177,mock-44910-42ec35c5-evt-003045,CASH_CHANGED,Grok 4.3,Grok 4.3,-100,TAX_LUXURY
3062,179,mock-44910-42ec35c5-evt-003062,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3071,180,mock-44910-42ec35c5-evt-003071,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
3076,180,mock-44910-42ec35c5-evt-003076,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-200,BUILD
3087,181,mock-44910-42ec35c5-evt-003087,CASH_CHANGED,Grok 4.3,Grok 4.3,-700,RENT
3088,181,mock-44910-42ec35c5-evt-003088,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,700,RENT
3098,182,mock-44910-42ec35c5-evt-003098,CASH_CHANGED,Grok 4.3,Grok 4.3,-800,RENT
3099,182,mock-44910-42ec35c5-evt-003099,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,800,RENT
3113,183,mock-44910-42ec35c5-evt-003113,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
3119,183,mock-44910-42ec35c5-evt-003119,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
3125,183,mock-44910-42ec35c5-evt-003125,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
3131,183,mock-44910-42ec35c5-evt-003131,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-111,UNMORTGAGE
3137,183,mock-44910-42ec35c5-evt-003137,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-33,UNMORTGAGE
3143,183,mock-44910-42ec35c5-evt-003143,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-33,UNMORTGAGE
3149,183,mock-44910-42ec35c5-evt-003149,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-83,UNMORTGAGE
3155,183,mock-44910-42ec35c5-evt-003155,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-83,UNMORTGAGE
3189,187,mock-44910-42ec35c5-evt-003189,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-750,RENT
3190,187,mock-44910-42ec35c5-evt-003190,CASH_CHANGED,Grok 4.3,Grok 4.3,750,RENT
3200,188,mock-44910-42ec35c5-evt-003200,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3201,188,mock-44910-42ec35c5-evt-003201,CASH_CHANGED,Grok 4.3,Grok 4.3,-8,RENT
3202,188,mock-44910-42ec35c5-evt-003202,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,8,RENT
3228,191,mock-44910-42ec35c5-evt-003228,CASH_CHANGED,Grok 4.3,Grok 4.3,-750,RENT
3229,191,mock-44910-42ec35c5-evt-003229,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,750,RENT
3255,194,mock-44910-42ec35c5-evt-003255,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
3256,194,mock-44910-42ec35c5-evt-003256,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-200,TAX_INCOME
3265,195,mock-44910-42ec35c5-evt-003265,CASH_CHANGED,Grok 4.3,Grok 4.3,-200,RENT
3266,195,mock-44910-42ec35c5-evt-003266,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,RENT
3276,196,mock-44910-42ec35c5-evt-003276,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3278,196,mock-44910-42ec35c5-evt-003278,CASH_CHANGED,Grok 4.3,Grok 4.3,-50,SCHOOL_FEES_PAY_50
3291,197,mock-44910-42ec35c5-evt-003291,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-143,UNMORTGAGE
3309,199,mock-44910-42ec35c5-evt-003309,CASH_CHANGED,Grok 4.3,Grok 4.3,-450,RENT
3310,199,mock-44910-42ec35c5-evt-003310,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,450,RENT
3324,200,mock-44910-42ec35c5-evt-003324,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-165,UNMORTGAGE
3330,200,mock-44910-42ec35c5-evt-003330,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-165,UNMORTGAGE
3336,200,mock-44910-42ec35c5-evt-003336,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-176,UNMORTGAGE
3346,201,mock-44910-42ec35c5-evt-003346,CASH_CHANGED,Grok 4.3,Grok 4.3,-700,RENT
3347,201,mock-44910-42ec35c5-evt-003347,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,700,RENT
3365,203,mock-44910-42ec35c5-evt-003365,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-70,RENT
3366,203,mock-44910-42ec35c5-evt-003366,CASH_CHANGED,Grok 4.3,Grok 4.3,70,RENT
3390,206,mock-44910-42ec35c5-evt-003390,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
3407,208,mock-44910-42ec35c5-evt-003407,CASH_CHANGED,Grok 4.3,Grok 4.3,-10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER
3408,208,mock-44910-42ec35c5-evt-003408,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER
3424,210,mock-44910-42ec35c5-evt-003424,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-750,RENT
3425,210,mock-44910-42ec35c5-evt-003425,CASH_CHANGED,Grok 4.3,Grok 4.3,750,RENT
3442,211,mock-44910-42ec35c5-evt-003442,CASH_CHANGED,Grok 4.3,Grok 4.3,-50,JAIL_FINE
3474,215,mock-44910-42ec35c5-evt-003474,CASH_CHANGED,Grok 4.3,Grok 4.3,-52,RENT
3475,215,mock-44910-42ec35c5-evt-003475,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,52,RENT
3485,216,mock-44910-42ec35c5-evt-003485,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3509,219,mock-44910-42ec35c5-evt-003509,CASH_CHANGED,Grok 4.3,Grok 4.3,-625,RENT
3510,219,mock-44910-42ec35c5-evt-003510,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,625,RENT
3527,220,mock-44910-42ec35c5-evt-003527,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-50,JAIL_FINE
3539,221,mock-44910-42ec35c5-evt-003539,CASH_CHANGED,Grok 4.3,Grok 4.3,50,BANK_PAYS_YOU_DIVIDEND_50
3559,223,mock-44910-42ec35c5-evt-003559,CASH_CHANGED,Grok 4.3,Grok 4.3,-100,HOSPITAL_FEES_PAY_100
3569,224,mock-44910-42ec35c5-evt-003569,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,25,CONSULTANCY_FEE_COLLECT_25
3578,225,mock-44910-42ec35c5-evt-003578,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3587,226,mock-44910-42ec35c5-evt-003587,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-70,RENT
3588,226,mock-44910-42ec35c5-evt-003588,CASH_CHANGED,Grok 4.3,Grok 4.3,70,RENT
3598,227,mock-44910-42ec35c5-evt-003598,CASH_CHANGED,Grok 4.3,Grok 4.3,-120,RENT
3599,227,mock-44910-42ec35c5-evt-003599,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,120,RENT
3617,229,mock-44910-42ec35c5-evt-003617,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
3618,229,mock-44910-42ec35c5-evt-003618,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-200,TAX_INCOME
3627,230,mock-44910-42ec35c5-evt-003627,CASH_CHANGED,Grok 4.3,Grok 4.3,-200,RENT
3628,230,mock-44910-42ec35c5-evt-003628,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,RENT
3638,231,mock-44910-42ec35c5-evt-003638,CASH_CHANGED,Grok 4.3,Grok 4.3,-56,RENT
3639,231,mock-44910-42ec35c5-evt-003639,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,56,RENT
3657,233,mock-44910-42ec35c5-evt-003657,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3660,233,mock-44910-42ec35c5-evt-003660,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3671,234,mock-44910-42ec35c5-evt-003671,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-100,RENT
3672,234,mock-44910-42ec35c5-evt-003672,CASH_CHANGED,Grok 4.3,Grok 4.3,100,RENT
3698,237,mock-44910-42ec35c5-evt-003698,CASH_CHANGED,Grok 4.3,Grok 4.3,-750,RENT
3699,237,mock-44910-42ec35c5-evt-003699,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,750,RENT
3709,238,mock-44910-42ec35c5-evt-003709,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
3726,240,mock-44910-42ec35c5-evt-003726,CASH_CHANGED,Grok 4.3,Grok 4.3,-22,RENT
3727,240,mock-44910-42ec35c5-evt-003727,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,22,RENT
3752,243,mock-44910-42ec35c5-evt-003752,CASH_CHANGED,Grok 4.3,Grok 4.3,-52,RENT
3753,243,mock-44910-42ec35c5-evt-003753,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,52,RENT
3771,245,mock-44910-42ec35c5-evt-003771,CASH_CHANGED,Grok 4.3,Grok 4.3,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50
3772,245,mock-44910-42ec35c5-evt-003772,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50
3788,247,mock-44910-42ec35c5-evt-003788,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3789,247,mock-44910-42ec35c5-evt-003789,CASH_CHANGED,Grok 4.3,Grok 4.3,-4,RENT
3790,247,mock-44910-42ec35c5-evt-003790,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,4,RENT
3807,248,mock-44910-42ec35c5-evt-003807,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-50,JAIL_FINE
3818,249,mock-44910-42ec35c5-evt-003818,CASH_CHANGED,Grok 4.3,Grok 4.3,-450,RENT
3819,249,mock-44910-42ec35c5-evt-003819,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,450,RENT
3861,254,mock-44910-42ec35c5-evt-003861,CASH_CHANGED,Grok 4.3,Grok 4.3,-50,RENT
3862,254,mock-44910-42ec35c5-evt-003862,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,50,RENT
3884,256,mock-44910-42ec35c5-evt-003884,CASH_CHANGED,Grok 4.3,Grok 4.3,200,MORTGAGE
3886,256,mock-44910-42ec35c5-evt-003886,CASH_CHANGED,Grok 4.3,Grok 4.3,-200,RENT
3887,256,mock-44910-42ec35c5-evt-003887,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,RENT
3897,257,mock-44910-42ec35c5-evt-003897,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
3906,258,mock-44910-42ec35c5-evt-003906,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
3908,258,mock-44910-42ec35c5-evt-003908,CASH_CHANGED,Grok 4.3,Grok 4.3,50,SALE_OF_STOCK_COLLECT_50
3929,260,mock-44910-42ec35c5-evt-003929,CASH_CHANGED,Grok 4.3,Grok 4.3,175,MORTGAGE
3935,260,mock-44910-42ec35c5-evt-003935,CASH_CHANGED,Grok 4.3,Grok 4.3,150,SELL_BUILDING
3938,260,mock-44910-42ec35c5-evt-003938,CASH_CHANGED,Grok 4.3,Grok 4.3,-625,RENT
3939,260,mock-44910-42ec35c5-evt-003939,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,625,RENT
3953,261,mock-44910-42ec35c5-evt-003953,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-150,BUILD
3968,262,mock-44910-42ec35c5-evt-003968,CASH_CHANGED,Grok 4.3,Grok 4.3,150,SELL_BUILDING
3974,262,mock-44910-42ec35c5-evt-003974,CASH_CHANGED,Grok 4.3,Grok 4.3,75,SELL_BUILDING
3976,262,mock-44910-42ec35c5-evt-003976,CASH_CHANGED,Grok 4.3,Grok 4.3,-200,RENT
3977,262,mock-44910-42ec35c5-evt-003977,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,RENT
3992,263,mock-44910-42ec35c5-evt-003992,CASH_CHANGED,Grok 4.3,Grok 4.3,150,SELL_BUILDING
3994,263,mock-44910-42ec35c5-evt-003994,CASH_CHANGED,Grok 4.3,Grok 4.3,-160,STREET_REPAIRS
4007,264,mock-44910-42ec35c5-evt-004007,CASH_CHANGED,Grok 4.3,Grok 4.3,75,SELL_BUILDING
4009,264,mock-44910-42ec35c5-evt-004009,CASH_CHANGED,Grok 4.3,Grok 4.3,-110,RENT
4010,264,mock-44910-42ec35c5-evt-004010,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,110,RENT
4021,265,mock-44910-42ec35c5-evt-004021,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-625,GENERAL_REPAIRS
4026,265,mock-44910-42ec35c5-evt-004026,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-300,BUILD
4045,267,mock-44910-42ec35c5-evt-004045,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,200,PASS_GO
4062,269,mock-44910-42ec35c5-evt-004062,CASH_CHANGED,Grok 4.3,Grok 4.3,200,PASS_GO
4063,269,mock-44910-42ec35c5-evt-004063,CASH_CHANGED,Grok 4.3,Grok 4.3,-160,RENT
4064,269,mock-44910-42ec35c5-evt-004064,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,160,RENT
4082,271,mock-44910-42ec35c5-evt-004082,CASH_CHANGED,Gemini 3 Flash Preview,Gemini 3 Flash Preview,-36,RENT
4083,271,mock-44910-42ec35c5-evt-004083,CASH_CHANGED,Grok 4.3,Grok 4.3,36,RENT
4097,272,mock-44910-42ec35c5-evt-004097,CASH_CHANGED,Grok 4.3,Grok 4.3,-92,BANKRUPTCY_CASH
4098,272,mock-44910-42ec35c5-evt-004098,CASH_CHANGED,Grok 4.3,Grok 4.3,0,BANKRUPTCY
4099,272,mock-44910-42ec35c5-evt-004099,CASH_CHANGED,Grok 4.3,Grok 4.3,0,BANKRUPTCY_ASSETS_TO_BANK
