evidence_id,evidence_kind,turn_start,turn_end,decision_id,event_id_start,event_id_end,event_seq_start,event_seq_end,actor_or_parties,topic,primary_path,supporting_paths,review_status
decision-000159,decision,44,44,mock-321229807-87ca99d7-dec-000159,mock-321229807-87ca99d7-evt-001059,mock-321229807-87ca99d7-evt-001064,1059,1064,Claude Opus 4.8,BUY_OR_AUCTION_DECISION -> buy_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000160,decision,44,44,mock-321229807-87ca99d7-dec-000160,mock-321229807-87ca99d7-evt-001065,mock-321229807-87ca99d7-evt-001068,1065,1068,Claude Opus 4.8,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000161,decision,45,45,mock-321229807-87ca99d7-dec-000161,mock-321229807-87ca99d7-evt-001073,mock-321229807-87ca99d7-evt-001076,1073,1076,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000162,decision,46,46,mock-321229807-87ca99d7-dec-000162,mock-321229807-87ca99d7-evt-001082,mock-321229807-87ca99d7-evt-001085,1082,1085,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000163,decision,47,47,mock-321229807-87ca99d7-dec-000163,mock-321229807-87ca99d7-evt-001092,mock-321229807-87ca99d7-evt-001096,1092,1096,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000164,decision,47,47,mock-321229807-87ca99d7-dec-000164,mock-321229807-87ca99d7-evt-001097,mock-321229807-87ca99d7-evt-001101,1097,1101,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000165,decision,47,47,mock-321229807-87ca99d7-dec-000165,mock-321229807-87ca99d7-evt-001102,mock-321229807-87ca99d7-evt-001106,1102,1106,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000166,decision,47,47,mock-321229807-87ca99d7-dec-000166,mock-321229807-87ca99d7-evt-001107,mock-321229807-87ca99d7-evt-001111,1107,1111,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000167,decision,47,47,mock-321229807-87ca99d7-dec-000167,mock-321229807-87ca99d7-evt-001112,mock-321229807-87ca99d7-evt-001116,1112,1116,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000168,decision,47,47,mock-321229807-87ca99d7-dec-000168,mock-321229807-87ca99d7-evt-001117,mock-321229807-87ca99d7-evt-001121,1117,1121,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000169,decision,47,47,mock-321229807-87ca99d7-dec-000169,mock-321229807-87ca99d7-evt-001122,mock-321229807-87ca99d7-evt-001125,1122,1125,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000170,decision,48,48,mock-321229807-87ca99d7-dec-000170,mock-321229807-87ca99d7-evt-001130,mock-321229807-87ca99d7-evt-001133,1130,1133,Claude Opus 4.8,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000171,decision,49,49,mock-321229807-87ca99d7-dec-000171,mock-321229807-87ca99d7-evt-001140,mock-321229807-87ca99d7-evt-001143,1140,1143,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000172,decision,50,50,mock-321229807-87ca99d7-dec-000172,mock-321229807-87ca99d7-evt-001149,mock-321229807-87ca99d7-evt-001152,1149,1152,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000173,decision,51,51,mock-321229807-87ca99d7-dec-000173,mock-321229807-87ca99d7-evt-001157,mock-321229807-87ca99d7-evt-001160,1157,1160,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000174,decision,52,52,mock-321229807-87ca99d7-dec-000174,mock-321229807-87ca99d7-evt-001168,mock-321229807-87ca99d7-evt-001172,1168,1172,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000175,decision,52,52,mock-321229807-87ca99d7-dec-000175,mock-321229807-87ca99d7-evt-001173,mock-321229807-87ca99d7-evt-001177,1173,1177,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000176,decision,52,52,mock-321229807-87ca99d7-dec-000176,mock-321229807-87ca99d7-evt-001178,mock-321229807-87ca99d7-evt-001182,1178,1182,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000177,decision,52,52,mock-321229807-87ca99d7-dec-000177,mock-321229807-87ca99d7-evt-001183,mock-321229807-87ca99d7-evt-001187,1183,1187,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000178,decision,52,52,mock-321229807-87ca99d7-dec-000178,mock-321229807-87ca99d7-evt-001188,mock-321229807-87ca99d7-evt-001192,1188,1192,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000179,decision,52,52,mock-321229807-87ca99d7-dec-000179,mock-321229807-87ca99d7-evt-001193,mock-321229807-87ca99d7-evt-001197,1193,1197,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000180,decision,52,52,mock-321229807-87ca99d7-dec-000180,mock-321229807-87ca99d7-evt-001198,mock-321229807-87ca99d7-evt-001203,1198,1203,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> unmortgage_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000181,decision,52,52,mock-321229807-87ca99d7-dec-000181,mock-321229807-87ca99d7-evt-001204,mock-321229807-87ca99d7-evt-001207,1204,1207,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000182,decision,53,53,mock-321229807-87ca99d7-dec-000182,mock-321229807-87ca99d7-evt-001215,mock-321229807-87ca99d7-evt-001218,1215,1218,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000183,decision,54,54,mock-321229807-87ca99d7-dec-000183,mock-321229807-87ca99d7-evt-001226,mock-321229807-87ca99d7-evt-001229,1226,1229,Claude Opus 4.8,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000184,decision,55,55,mock-321229807-87ca99d7-dec-000184,mock-321229807-87ca99d7-evt-001234,mock-321229807-87ca99d7-evt-001237,1234,1237,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000185,decision,56,56,mock-321229807-87ca99d7-dec-000185,mock-321229807-87ca99d7-evt-001245,mock-321229807-87ca99d7-evt-001248,1245,1248,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000186,decision,57,57,mock-321229807-87ca99d7-dec-000186,mock-321229807-87ca99d7-evt-001253,mock-321229807-87ca99d7-evt-001258,1253,1258,OpenAI GPT 5.5,BUY_OR_AUCTION_DECISION -> buy_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000187,decision,57,57,mock-321229807-87ca99d7-dec-000187,mock-321229807-87ca99d7-evt-001259,mock-321229807-87ca99d7-evt-001264,1259,1264,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> unmortgage_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000188,decision,57,57,mock-321229807-87ca99d7-dec-000188,mock-321229807-87ca99d7-evt-001265,mock-321229807-87ca99d7-evt-001270,1265,1270,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> mortgage_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000189,decision,57,57,mock-321229807-87ca99d7-dec-000189,mock-321229807-87ca99d7-evt-001271,mock-321229807-87ca99d7-evt-001275,1271,1275,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000190,decision,57,57,mock-321229807-87ca99d7-dec-000190,mock-321229807-87ca99d7-evt-001276,mock-321229807-87ca99d7-evt-001280,1276,1280,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000191,decision,57,57,mock-321229807-87ca99d7-dec-000191,mock-321229807-87ca99d7-evt-001281,mock-321229807-87ca99d7-evt-001285,1281,1285,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000192,decision,57,57,mock-321229807-87ca99d7-dec-000192,mock-321229807-87ca99d7-evt-001286,mock-321229807-87ca99d7-evt-001290,1286,1290,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000193,decision,57,57,mock-321229807-87ca99d7-dec-000193,mock-321229807-87ca99d7-evt-001291,mock-321229807-87ca99d7-evt-001294,1291,1294,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000194,decision,58,58,mock-321229807-87ca99d7-dec-000194,mock-321229807-87ca99d7-evt-001302,mock-321229807-87ca99d7-evt-001305,1302,1305,Claude Opus 4.8,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000195,decision,59,59,mock-321229807-87ca99d7-dec-000195,mock-321229807-87ca99d7-evt-001310,mock-321229807-87ca99d7-evt-001313,1310,1313,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000196,decision,60,60,mock-321229807-87ca99d7-dec-000196,mock-321229807-87ca99d7-evt-001318,mock-321229807-87ca99d7-evt-001321,1318,1321,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000197,decision,61,61,mock-321229807-87ca99d7-dec-000197,mock-321229807-87ca99d7-evt-001326,mock-321229807-87ca99d7-evt-001331,1326,1331,Grok 4.3,BUY_OR_AUCTION_DECISION -> buy_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000198,decision,61,61,mock-321229807-87ca99d7-dec-000198,mock-321229807-87ca99d7-evt-001332,mock-321229807-87ca99d7-evt-001335,1332,1335,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000199,decision,62,62,mock-321229807-87ca99d7-dec-000199,mock-321229807-87ca99d7-evt-001347,mock-321229807-87ca99d7-evt-001352,1347,1352,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> mortgage_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000200,decision,62,62,mock-321229807-87ca99d7-dec-000200,mock-321229807-87ca99d7-evt-001353,mock-321229807-87ca99d7-evt-001357,1353,1357,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000201,decision,62,62,mock-321229807-87ca99d7-dec-000201,mock-321229807-87ca99d7-evt-001358,mock-321229807-87ca99d7-evt-001362,1358,1362,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000202,decision,62,62,mock-321229807-87ca99d7-dec-000202,mock-321229807-87ca99d7-evt-001363,mock-321229807-87ca99d7-evt-001367,1363,1367,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000203,decision,62,62,mock-321229807-87ca99d7-dec-000203,mock-321229807-87ca99d7-evt-001368,mock-321229807-87ca99d7-evt-001372,1368,1372,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000204,decision,62,62,mock-321229807-87ca99d7-dec-000204,mock-321229807-87ca99d7-evt-001373,mock-321229807-87ca99d7-evt-001377,1373,1377,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000205,decision,62,62,mock-321229807-87ca99d7-dec-000205,mock-321229807-87ca99d7-evt-001378,mock-321229807-87ca99d7-evt-001387,1378,1387,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> accept_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000206,decision,62,62,mock-321229807-87ca99d7-dec-000206,mock-321229807-87ca99d7-evt-001388,mock-321229807-87ca99d7-evt-001392,1388,1392,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000207,decision,62,62,mock-321229807-87ca99d7-dec-000207,mock-321229807-87ca99d7-evt-001393,mock-321229807-87ca99d7-evt-001397,1393,1397,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000208,decision,62,62,mock-321229807-87ca99d7-dec-000208,mock-321229807-87ca99d7-evt-001398,mock-321229807-87ca99d7-evt-001402,1398,1402,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000209,decision,62,62,mock-321229807-87ca99d7-dec-000209,mock-321229807-87ca99d7-evt-001403,mock-321229807-87ca99d7-evt-001407,1403,1407,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000210,decision,62,62,mock-321229807-87ca99d7-dec-000210,mock-321229807-87ca99d7-evt-001408,mock-321229807-87ca99d7-evt-001411,1408,1411,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000211,decision,63,63,mock-321229807-87ca99d7-dec-000211,mock-321229807-87ca99d7-evt-001416,mock-321229807-87ca99d7-evt-001419,1416,1419,Claude Opus 4.8,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000212,decision,64,64,mock-321229807-87ca99d7-dec-000212,mock-321229807-87ca99d7-evt-001427,mock-321229807-87ca99d7-evt-001432,1427,1432,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> unmortgage_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000213,decision,64,64,mock-321229807-87ca99d7-dec-000213,mock-321229807-87ca99d7-evt-001433,mock-321229807-87ca99d7-evt-001436,1433,1436,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000214,decision,65,65,mock-321229807-87ca99d7-dec-000214,mock-321229807-87ca99d7-evt-001444,mock-321229807-87ca99d7-evt-001447,1444,1447,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000215,decision,66,66,mock-321229807-87ca99d7-dec-000215,mock-321229807-87ca99d7-evt-001453,mock-321229807-87ca99d7-evt-001457,1453,1457,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000216,decision,66,66,mock-321229807-87ca99d7-dec-000216,mock-321229807-87ca99d7-evt-001458,mock-321229807-87ca99d7-evt-001462,1458,1462,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000217,decision,66,66,mock-321229807-87ca99d7-dec-000217,mock-321229807-87ca99d7-evt-001463,mock-321229807-87ca99d7-evt-001467,1463,1467,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000218,decision,66,66,mock-321229807-87ca99d7-dec-000218,mock-321229807-87ca99d7-evt-001468,mock-321229807-87ca99d7-evt-001472,1468,1472,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000219,decision,66,66,mock-321229807-87ca99d7-dec-000219,mock-321229807-87ca99d7-evt-001473,mock-321229807-87ca99d7-evt-001476,1473,1476,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000220,decision,67,67,mock-321229807-87ca99d7-dec-000220,mock-321229807-87ca99d7-evt-001481,mock-321229807-87ca99d7-evt-001485,1481,1485,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000221,decision,67,67,mock-321229807-87ca99d7-dec-000221,mock-321229807-87ca99d7-evt-001486,mock-321229807-87ca99d7-evt-001490,1486,1490,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000222,decision,67,67,mock-321229807-87ca99d7-dec-000222,mock-321229807-87ca99d7-evt-001491,mock-321229807-87ca99d7-evt-001495,1491,1495,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000223,decision,67,67,mock-321229807-87ca99d7-dec-000223,mock-321229807-87ca99d7-evt-001496,mock-321229807-87ca99d7-evt-001500,1496,1500,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000224,decision,67,67,mock-321229807-87ca99d7-dec-000224,mock-321229807-87ca99d7-evt-001501,mock-321229807-87ca99d7-evt-001504,1501,1504,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000225,decision,68,68,mock-321229807-87ca99d7-dec-000225,mock-321229807-87ca99d7-evt-001511,mock-321229807-87ca99d7-evt-001514,1511,1514,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000226,decision,69,69,mock-321229807-87ca99d7-dec-000226,mock-321229807-87ca99d7-evt-001522,mock-321229807-87ca99d7-evt-001525,1522,1525,Claude Opus 4.8,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000227,decision,70,70,mock-321229807-87ca99d7-dec-000227,mock-321229807-87ca99d7-evt-001530,mock-321229807-87ca99d7-evt-001533,1530,1533,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000228,decision,71,71,mock-321229807-87ca99d7-dec-000228,mock-321229807-87ca99d7-evt-001541,mock-321229807-87ca99d7-evt-001544,1541,1544,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000229,decision,72,72,mock-321229807-87ca99d7-dec-000229,mock-321229807-87ca99d7-evt-001550,mock-321229807-87ca99d7-evt-001553,1550,1553,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000230,decision,73,73,mock-321229807-87ca99d7-dec-000230,mock-321229807-87ca99d7-evt-001561,mock-321229807-87ca99d7-evt-001565,1561,1565,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000231,decision,73,73,mock-321229807-87ca99d7-dec-000231,mock-321229807-87ca99d7-evt-001566,mock-321229807-87ca99d7-evt-001570,1566,1570,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000232,decision,73,73,mock-321229807-87ca99d7-dec-000232,mock-321229807-87ca99d7-evt-001571,mock-321229807-87ca99d7-evt-001575,1571,1575,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000233,decision,73,73,mock-321229807-87ca99d7-dec-000233,mock-321229807-87ca99d7-evt-001576,mock-321229807-87ca99d7-evt-001580,1576,1580,Grok 4.3,TRADE_RESPONSE_DECISION -> reject_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000234,decision,73,73,mock-321229807-87ca99d7-dec-000234,mock-321229807-87ca99d7-evt-001581,mock-321229807-87ca99d7-evt-001585,1581,1585,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION -> propose_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000235,decision,73,73,mock-321229807-87ca99d7-dec-000235,mock-321229807-87ca99d7-evt-001586,mock-321229807-87ca99d7-evt-001590,1586,1590,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000236,decision,73,73,mock-321229807-87ca99d7-dec-000236,mock-321229807-87ca99d7-evt-001591,mock-321229807-87ca99d7-evt-001595,1591,1595,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000237,decision,73,73,mock-321229807-87ca99d7-dec-000237,mock-321229807-87ca99d7-evt-001596,mock-321229807-87ca99d7-evt-001600,1596,1600,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000238,decision,73,73,mock-321229807-87ca99d7-dec-000238,mock-321229807-87ca99d7-evt-001601,mock-321229807-87ca99d7-evt-001605,1601,1605,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000239,decision,73,73,mock-321229807-87ca99d7-dec-000239,mock-321229807-87ca99d7-evt-001606,mock-321229807-87ca99d7-evt-001610,1606,1610,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000240,decision,73,73,mock-321229807-87ca99d7-dec-000240,mock-321229807-87ca99d7-evt-001611,mock-321229807-87ca99d7-evt-001615,1611,1615,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000241,decision,73,73,mock-321229807-87ca99d7-dec-000241,mock-321229807-87ca99d7-evt-001616,mock-321229807-87ca99d7-evt-001620,1616,1620,Claude Opus 4.8,TRADE_RESPONSE_DECISION -> counter_trade,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
