turn_index,player_id,cash,net_worth,property_value,building_value,mortgage_liability,property_count,mortgaged_count,houses,hotels,bankrupt,position,in_jail
86,Gemini 3.1 Pro Preview,134,1304,1170,0,0,6,0,0,0,False,26,False
86,Grok 4.3,529,1449,920,0,0,4,0,0,0,False,27,False
87,OpenAI GPT 5.5,654,4274,2120,1500,0,10,0,0,3,False,29,False
87,Claude Opus 4.8,91,1431,1160,600,420,7,4,12,0,False,18,False
87,Gemini 3.1 Pro Preview,134,1304,1170,0,0,6,0,0,0,False,26,False
87,Grok 4.3,503,1423,920,0,0,4,0,0,0,False,32,False
88,OpenAI GPT 5.5,690,4240,2240,2000,690,12,6,0,5,False,1,False
88,Claude Opus 4.8,91,1431,1160,600,420,7,4,12,0,False,18,False
88,Gemini 3.1 Pro Preview,488,1538,1050,0,0,4,0,0,0,False,26,False
88,Grok 4.3,503,1423,920,0,0,4,0,0,0,False,32,False
89,OpenAI GPT 5.5,440,3840,2240,2000,840,12,7,0,5,False,6,False
89,Claude Opus 4.8,491,1831,1160,600,420,7,4,12,0,False,18,False
89,Gemini 3.1 Pro Preview,488,1538,1050,0,0,4,0,0,0,False,26,False
89,Grok 4.3,503,1423,920,0,0,4,0,0,0,False,32,False
90,OpenAI GPT 5.5,440,3840,2240,2000,840,12,7,0,5,False,6,False
90,Claude Opus 4.8,491,1831,1160,600,420,7,4,12,0,False,23,False
90,Gemini 3.1 Pro Preview,488,1538,1050,0,0,4,0,0,0,False,26,False
90,Grok 4.3,503,1423,920,0,0,4,0,0,0,False,32,False
91,OpenAI GPT 5.5,440,3840,2240,2000,840,12,7,0,5,False,6,False
91,Claude Opus 4.8,491,1831,1160,600,420,7,4,12,0,False,23,False
91,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,32,False
91,Grok 4.3,503,1423,920,0,0,4,0,0,0,False,32,False
92,OpenAI GPT 5.5,690,4090,2240,2000,840,12,7,0,5,False,6,False
92,Claude Opus 4.8,491,1831,1160,600,420,7,4,12,0,False,23,False
92,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,32,False
92,Grok 4.3,453,1373,920,0,0,4,0,0,0,False,1,False
93,OpenAI GPT 5.5,690,4090,2240,2000,840,12,7,0,5,False,10,False
93,Claude Opus 4.8,491,1831,1160,600,420,7,4,12,0,False,23,False
93,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,32,False
93,Grok 4.3,453,1373,920,0,0,4,0,0,0,False,1,False
94,OpenAI GPT 5.5,690,4090,2240,2000,840,12,7,0,5,False,10,False
94,Claude Opus 4.8,491,1831,1160,600,420,7,4,12,0,False,31,False
94,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,32,False
94,Grok 4.3,453,1373,920,0,0,4,0,0,0,False,1,False
95,OpenAI GPT 5.5,690,4090,2240,2000,840,12,7,0,5,False,10,False
95,Claude Opus 4.8,391,1731,1160,600,420,7,4,12,0,False,38,False
95,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,32,False
95,Grok 4.3,453,1373,920,0,0,4,0,0,0,False,1,False
96,OpenAI GPT 5.5,690,4090,2240,2000,840,12,7,0,5,False,10,False
96,Claude Opus 4.8,391,1731,1160,600,420,7,4,12,0,False,38,False
96,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,39,False
96,Grok 4.3,453,1373,920,0,0,4,0,0,0,False,1,False
97,OpenAI GPT 5.5,690,4090,2240,2000,840,12,7,0,5,False,10,False
97,Claude Opus 4.8,391,1731,1160,600,420,7,4,12,0,False,38,False
97,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,39,False
97,Grok 4.3,653,1573,920,0,0,4,0,0,0,False,5,False
98,OpenAI GPT 5.5,1590,4990,2240,2000,840,12,7,0,5,False,10,False
98,Claude Opus 4.8,391,1731,1160,600,420,7,4,12,0,False,38,False
98,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,39,False
98,Grok 4.3,13,673,920,0,260,4,2,0,0,False,14,False
99,OpenAI GPT 5.5,992,4932,2240,2000,300,12,2,0,5,False,19,False
99,Claude Opus 4.8,391,1731,1160,600,420,7,4,12,0,False,38,False
99,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,39,False
99,Grok 4.3,13,673,920,0,260,4,2,0,0,False,14,False
100,OpenAI GPT 5.5,992,4932,2240,2000,300,12,2,0,5,False,19,False
100,Claude Opus 4.8,591,1931,1160,600,420,7,4,12,0,False,8,False
100,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,39,False
100,Grok 4.3,13,673,920,0,260,4,2,0,0,False,14,False
101,OpenAI GPT 5.5,992,4932,2240,2000,300,12,2,0,5,False,19,False
101,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,15,False
101,Gemini 3.1 Pro Preview,38,1538,1050,600,150,4,2,3,0,False,39,False
101,Grok 4.3,63,723,920,0,260,4,2,0,0,False,14,False
102,OpenAI GPT 5.5,1017,4957,2240,2000,300,12,2,0,5,False,19,False
102,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,15,False
102,Gemini 3.1 Pro Preview,213,1713,1050,600,150,4,2,3,0,False,5,False
102,Grok 4.3,63,723,920,0,260,4,2,0,0,False,14,False
103,OpenAI GPT 5.5,1767,5707,2240,2000,300,12,2,0,5,False,19,False
103,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,15,False
103,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,11,False
103,Grok 4.3,63,723,920,0,260,4,2,0,0,False,14,False
104,OpenAI GPT 5.5,1767,5707,2240,2000,300,12,2,0,5,False,19,False
104,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,15,False
104,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,11,False
104,Grok 4.3,63,723,920,0,260,4,2,0,0,False,20,False
105,OpenAI GPT 5.5,1437,5677,2240,2000,0,12,0,0,5,False,29,False
105,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,15,False
105,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,11,False
105,Grok 4.3,63,723,920,0,260,4,2,0,0,False,20,False
106,OpenAI GPT 5.5,57,5677,2560,3600,540,13,5,8,5,False,34,False
106,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,15,False
106,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,11,False
106,Grok 4.3,63,723,920,0,260,4,2,0,0,False,20,False
107,OpenAI GPT 5.5,57,5677,2560,3600,540,13,5,8,5,False,34,False
107,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,24,False
107,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,11,False
107,Grok 4.3,63,723,920,0,260,4,2,0,0,False,20,False
108,OpenAI GPT 5.5,57,5677,2560,3600,540,13,5,8,5,False,34,False
108,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,24,False
108,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,21,False
108,Grok 4.3,63,723,920,0,260,4,2,0,0,False,20,False
109,OpenAI GPT 5.5,57,5677,2560,3600,540,13,5,8,5,False,34,False
109,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,24,False
109,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,21,False
109,Grok 4.3,63,723,920,0,260,4,2,0,0,False,29,False
110,OpenAI GPT 5.5,7,5827,2560,3800,540,13,5,9,5,False,2,False
110,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,24,False
110,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,21,False
110,Grok 4.3,63,723,920,0,260,4,2,0,0,False,29,False
111,OpenAI GPT 5.5,7,5827,2560,3800,540,13,5,9,5,False,2,False
111,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,24,False
111,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,21,False
111,Grok 4.3,63,723,920,0,260,4,2,0,0,False,29,False
112,OpenAI GPT 5.5,7,5827,2560,3800,540,13,5,9,5,False,2,False
112,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,10,True
112,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,29,False
112,Grok 4.3,63,723,920,0,260,4,2,0,0,False,29,False
113,OpenAI GPT 5.5,7,5827,2560,3800,540,13,5,9,5,False,2,False
113,Claude Opus 4.8,541,1881,1160,600,420,7,4,12,0,False,10,True
113,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,29,False
113,Grok 4.3,163,723,920,0,360,4,3,0,0,False,32,False
114,OpenAI GPT 5.5,20,6000,3480,3500,1000,17,9,12,4,False,6,False
114,Claude Opus 4.8,941,2281,1160,600,420,7,4,12,0,False,10,True
114,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,29,False
114,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
115,OpenAI GPT 5.5,20,6000,3480,3500,1000,17,9,12,4,False,12,False
115,Claude Opus 4.8,941,2281,1160,600,420,7,4,12,0,False,10,True
115,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,29,False
115,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
116,OpenAI GPT 5.5,9,5889,3480,3300,900,17,8,20,2,False,19,False
116,Claude Opus 4.8,941,2281,1160,600,420,7,4,12,0,False,10,True
116,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,29,False
116,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
117,OpenAI GPT 5.5,9,5889,3480,3300,900,17,8,20,2,False,19,False
117,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,22,False
117,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,29,False
117,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
118,OpenAI GPT 5.5,9,5889,3480,3300,900,17,8,20,2,False,19,False
118,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,22,False
118,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,39,False
118,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
119,OpenAI GPT 5.5,109,5889,3480,3300,1000,17,9,20,2,False,25,False
119,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,22,False
119,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,39,False
119,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
120,OpenAI GPT 5.5,109,5889,3480,3300,1000,17,9,20,2,False,25,False
120,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,26,False
120,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,39,False
120,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
121,OpenAI GPT 5.5,109,5889,3480,3300,1000,17,9,20,2,False,25,False
121,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,37,False
121,Gemini 3.1 Pro Preview,138,663,1050,0,525,4,4,0,0,False,39,False
121,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
122,OpenAI GPT 5.5,109,5889,3480,3300,1000,17,9,20,2,False,25,False
122,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,37,False
122,Gemini 3.1 Pro Preview,338,863,1050,0,525,4,4,0,0,False,5,False
122,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
123,OpenAI GPT 5.5,109,5889,3480,3300,1000,17,9,20,2,False,35,False
123,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,37,False
123,Gemini 3.1 Pro Preview,338,863,1050,0,525,4,4,0,0,False,5,False
123,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
124,OpenAI GPT 5.5,9,5789,3480,3300,1000,17,9,20,2,False,38,False
124,Claude Opus 4.8,991,2331,1160,600,420,7,4,12,0,False,37,False
124,Gemini 3.1 Pro Preview,338,863,1050,0,525,4,4,0,0,False,5,False
124,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
125,OpenAI GPT 5.5,9,5789,3480,3300,1000,17,9,20,2,False,38,False
125,Claude Opus 4.8,1191,2531,1160,600,420,7,4,12,0,False,0,False
125,Gemini 3.1 Pro Preview,338,863,1050,0,525,4,4,0,0,False,5,False
125,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
126,OpenAI GPT 5.5,9,5789,3480,3300,1000,17,9,20,2,False,38,False
126,Claude Opus 4.8,1191,2531,1160,600,420,7,4,12,0,False,0,False
126,Gemini 3.1 Pro Preview,338,863,1050,0,525,4,4,0,0,False,14,False
126,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
127,OpenAI GPT 5.5,547,6852,4530,3300,1525,21,13,20,2,False,5,False
127,Claude Opus 4.8,1191,2531,1160,600,420,7,4,12,0,False,0,False
127,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
127,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
128,OpenAI GPT 5.5,547,6852,4530,3300,1525,21,13,20,2,False,5,False
128,Claude Opus 4.8,1391,2731,1160,600,420,7,4,12,0,False,0,False
128,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
128,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
129,OpenAI GPT 5.5,547,6852,4530,3300,1525,21,13,20,2,False,5,False
129,Claude Opus 4.8,1391,2731,1160,600,420,7,4,12,0,False,8,False
129,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
129,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
130,OpenAI GPT 5.5,136,6841,4530,3600,1425,21,12,8,5,False,15,False
130,Claude Opus 4.8,1391,2731,1160,600,420,7,4,12,0,False,8,False
130,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
130,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
131,OpenAI GPT 5.5,236,6941,4530,3600,1425,21,12,8,5,False,15,False
131,Claude Opus 4.8,1291,2631,1160,600,420,7,4,12,0,False,15,False
131,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
131,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
132,OpenAI GPT 5.5,136,6941,4530,3800,1525,21,13,9,5,False,19,False
132,Claude Opus 4.8,1291,2631,1160,600,420,7,4,12,0,False,15,False
132,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
132,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
133,OpenAI GPT 5.5,136,6941,4530,3800,1525,21,13,9,5,False,28,False
133,Claude Opus 4.8,1291,2631,1160,600,420,7,4,12,0,False,15,False
133,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
133,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
134,OpenAI GPT 5.5,136,6941,4530,3800,1525,21,13,9,5,False,28,False
134,Claude Opus 4.8,1291,2631,1160,600,420,7,4,12,0,False,25,False
134,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
134,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
135,OpenAI GPT 5.5,136,6941,4530,3800,1525,21,13,9,5,False,32,False
135,Claude Opus 4.8,1291,2631,1160,600,420,7,4,12,0,False,25,False
135,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
135,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
136,OpenAI GPT 5.5,136,7141,4530,4000,1525,21,13,10,5,False,0,False
136,Claude Opus 4.8,1291,2631,1160,600,420,7,4,12,0,False,25,False
136,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
136,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
137,OpenAI GPT 5.5,1036,8041,4530,4000,1525,21,13,10,5,False,0,False
137,Claude Opus 4.8,241,1731,1160,750,420,7,4,0,3,False,31,False
137,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
137,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
138,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,8,False
138,Claude Opus 4.8,791,2281,1160,750,420,7,4,0,3,False,31,False
138,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
138,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
139,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,8,False
139,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,38,False
139,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
139,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
140,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,15,False
140,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,38,False
140,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
140,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
141,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,15,False
141,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,4,False
141,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
141,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
142,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,18,False
142,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,4,False
142,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
142,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
143,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,18,False
143,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,10,False
143,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
143,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
144,OpenAI GPT 5.5,86,7491,4530,4400,1525,21,13,12,5,False,20,False
144,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,10,False
144,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
144,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
145,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,11,False
145,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,10,False
145,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
145,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
146,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,11,False
146,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,10,False
146,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
146,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
147,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,10,True
147,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,19,False
147,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
147,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
148,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,10,True
148,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,19,False
148,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
148,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
149,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,10,True
149,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,29,False
149,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
149,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
150,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,10,True
150,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,29,False
150,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
150,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
151,OpenAI GPT 5.5,286,7691,4530,4400,1525,21,13,12,5,False,10,True
151,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,37,False
151,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
151,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
152,OpenAI GPT 5.5,36,7641,4530,4600,1525,21,13,8,6,False,12,False
152,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,37,False
152,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
152,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
153,OpenAI GPT 5.5,36,7641,4530,4600,1525,21,13,8,6,False,16,False
153,Claude Opus 4.8,691,2181,1160,750,420,7,4,0,3,False,37,False
153,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
153,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
154,OpenAI GPT 5.5,26,7631,4530,4600,1525,21,13,8,6,False,16,False
154,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,2,False
154,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
154,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
155,OpenAI GPT 5.5,26,7631,4530,4600,1525,21,13,8,6,False,19,False
155,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,2,False
155,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
155,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
156,OpenAI GPT 5.5,26,7631,4530,4600,1525,21,13,8,6,False,19,False
156,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,9,False
156,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
156,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
157,OpenAI GPT 5.5,26,7631,4530,4600,1525,21,13,8,6,False,25,False
157,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,9,False
157,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
157,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
158,OpenAI GPT 5.5,26,7631,4530,4600,1525,21,13,8,6,False,25,False
158,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,19,False
158,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
158,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
159,OpenAI GPT 5.5,26,7631,4530,4600,1525,21,13,8,6,False,25,False
159,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,19,False
159,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
159,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
160,OpenAI GPT 5.5,51,7656,4530,4600,1525,21,13,8,6,False,33,False
160,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,10,True
160,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
160,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
161,OpenAI GPT 5.5,51,7656,4530,4600,1525,21,13,8,6,False,33,False
161,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,10,True
161,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
161,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
162,OpenAI GPT 5.5,251,7856,4530,4600,1525,21,13,8,6,False,5,False
162,Claude Opus 4.8,901,2391,1160,750,420,7,4,0,3,False,10,True
162,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
162,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
163,OpenAI GPT 5.5,1,7006,4530,4000,1525,21,13,32,0,False,8,False
163,Claude Opus 4.8,1451,2941,1160,750,420,7,4,0,3,False,10,True
163,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
163,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
164,OpenAI GPT 5.5,1,7006,4530,4000,1525,21,13,32,0,False,8,False
164,Claude Opus 4.8,1451,2941,1160,750,420,7,4,0,3,False,18,False
164,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
164,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
165,OpenAI GPT 5.5,1,7006,4530,4000,1525,21,13,32,0,False,16,False
165,Claude Opus 4.8,1451,2941,1160,750,420,7,4,0,3,False,18,False
165,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
165,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
166,OpenAI GPT 5.5,1,7006,4530,4000,1525,21,13,32,0,False,16,False
166,Claude Opus 4.8,1451,2941,1160,750,420,7,4,0,3,False,24,False
166,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
166,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
167,OpenAI GPT 5.5,1,7006,4530,4000,1525,21,13,32,0,False,20,False
167,Claude Opus 4.8,1451,2941,1160,750,420,7,4,0,3,False,24,False
167,Gemini 3.1 Pro Preview,0,0,0,0,0,0,0,0,0,True,14,False
167,Grok 4.3,0,0,0,0,0,0,0,0,0,True,32,False
