promise_id,creation_turn,creation_decision_id,creation_message_event_id,creation_evidence,promisor_player_id,promisor,promisee_player_ids_json,promisee,terms,conditions,deadline,modifications_json,modifications,later_evidence_ids_json,later_evidence,condition_met,earliest_due_turn,latest_due_turn,feasible_when_due,disposition,consequence,confidence,epistemic_note,cross_links_json
PRM-0034,79,mock-83265-81ed4937-dec-000285,,mock-83265-81ed4937-dec-000285,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000285""]"
PRM-0035,79,mock-83265-81ed4937-dec-000287,,mock-83265-81ed4937-dec-000287,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Grok 4.3""]","[""Grok 4.3""]","{""offer"":{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]},""to_player_id"":""Grok 4.3""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000287""]"
PRM-0036,79,mock-83265-81ed4937-dec-000288,,mock-83265-81ed4937-dec-000288,Grok 4.3,Grok 4.3,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]},""request"":{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000288""]"
PRM-0037,79,mock-83265-81ed4937-dec-000289,,mock-83265-81ed4937-dec-000289,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":240,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000289""]"
PRM-0038,79,mock-83265-81ed4937-dec-000290,,mock-83265-81ed4937-dec-000290,Grok 4.3,Grok 4.3,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]},""request"":{""cash"":270,""get_out_of_jail_cards"":0,""properties"":[]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000290""]"
PRM-0039,79,mock-83265-81ed4937-dec-000292,,mock-83265-81ed4937-dec-000292,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000292""]"
PRM-0040,79,mock-83265-81ed4937-dec-000294,,mock-83265-81ed4937-dec-000294,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":350,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000294""]"
PRM-0041,79,mock-83265-81ed4937-dec-000297,,mock-83265-81ed4937-dec-000297,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":600,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000297""]"
PRM-0042,79,mock-83265-81ed4937-dec-000300,,mock-83265-81ed4937-dec-000300,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":450,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE"",""ILLINOIS_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000300""]"
PRM-0043,79,mock-83265-81ed4937-dec-000302,,mock-83265-81ed4937-dec-000302,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Gemini 3.1 Pro Preview""]","[""Gemini 3.1 Pro Preview""]","{""offer"":{""cash"":350,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE"",""BOARDWALK""]},""to_player_id"":""Gemini 3.1 Pro Preview""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000302""]"
PRM-0044,79,mock-83265-81ed4937-dec-000304,,mock-83265-81ed4937-dec-000304,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":250,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MARVIN_GARDENS""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000304""]"
PRM-0045,79,mock-83265-81ed4937-dec-000305,,mock-83265-81ed4937-dec-000305,Claude Opus 4.8,Claude Opus 4.8,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MARVIN_GARDENS""]},""request"":{""cash"":400,""get_out_of_jail_cards"":1,""properties"":[]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000305""]"
PRM-0046,79,mock-83265-81ed4937-dec-000306,,mock-83265-81ed4937-dec-000306,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":300,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MARVIN_GARDENS""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000306""]"
PRM-0047,79,mock-83265-81ed4937-dec-000307,,mock-83265-81ed4937-dec-000307,Claude Opus 4.8,Claude Opus 4.8,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MARVIN_GARDENS""]},""request"":{""cash"":350,""get_out_of_jail_cards"":1,""properties"":[]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000307""]"
PRM-0048,79,mock-83265-81ed4937-dec-000308,,mock-83265-81ed4937-dec-000308,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":300,""get_out_of_jail_cards"":1,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MARVIN_GARDENS""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000308""]"
PRM-0049,79,mock-83265-81ed4937-dec-000311,,mock-83265-81ed4937-dec-000311,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Grok 4.3""]","[""Grok 4.3""]","{""offer"":{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""ELECTRIC_COMPANY"",""WATER_WORKS""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE"",""VENTNOR_AVENUE""]},""to_player_id"":""Grok 4.3""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000311""]"
PRM-0050,79,mock-83265-81ed4937-dec-000313,,mock-83265-81ed4937-dec-000313,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":400,""get_out_of_jail_cards"":1,""properties"":[""MARVIN_GARDENS""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000313""]"
PRM-0051,79,mock-83265-81ed4937-dec-000315,,mock-83265-81ed4937-dec-000315,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Grok 4.3""]","[""Grok 4.3""]","{""offer"":{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""ELECTRIC_COMPANY"",""WATER_WORKS""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE"",""VENTNOR_AVENUE""]},""to_player_id"":""Grok 4.3""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000315""]"
PRM-0052,79,mock-83265-81ed4937-dec-000317,,mock-83265-81ed4937-dec-000317,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Gemini 3.1 Pro Preview""]","[""Gemini 3.1 Pro Preview""]","{""offer"":{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY"",""WATER_WORKS""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE""]},""to_player_id"":""Gemini 3.1 Pro Preview""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000317""]"
PRM-0053,79,mock-83265-81ed4937-dec-000318,,mock-83265-81ed4937-dec-000318,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE""]},""request"":{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY"",""WATER_WORKS""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000318""]"
PRM-0054,79,mock-83265-81ed4937-dec-000319,,mock-83265-81ed4937-dec-000319,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":375,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY"",""WATER_WORKS""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000319""]"
PRM-0055,79,mock-83265-81ed4937-dec-000320,,mock-83265-81ed4937-dec-000320,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE""]},""request"":{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY"",""WATER_WORKS""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000320""]"
PRM-0056,79,mock-83265-81ed4937-dec-000321,,mock-83265-81ed4937-dec-000321,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY"",""WATER_WORKS""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000321""]"
PRM-0057,79,mock-83265-81ed4937-dec-000323,,mock-83265-81ed4937-dec-000323,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Grok 4.3""]","[""Grok 4.3""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""READING_RAILROAD""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE"",""VENTNOR_AVENUE""]},""to_player_id"":""Grok 4.3""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000323""]"
PRM-0058,79,mock-83265-81ed4937-dec-000325,,mock-83265-81ed4937-dec-000325,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000325""]"
PRM-0059,79,mock-83265-81ed4937-dec-000327,,mock-83265-81ed4937-dec-000327,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE"",""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,79,79,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-078-080"",""mock-83265-81ed4937-dec-000327""]"
PRM-0060,84,mock-83265-81ed4937-dec-000337,,mock-83265-81ed4937-dec-000337,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Gemini 3.1 Pro Preview""]","[""Gemini 3.1 Pro Preview""]","{""offer"":{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""READING_RAILROAD""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE"",""BOARDWALK""]},""to_player_id"":""Gemini 3.1 Pro Preview""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,84,84,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-084-086"",""mock-83265-81ed4937-dec-000337""]"
PRM-0061,88,mock-83265-81ed4937-dec-000347,,mock-83265-81ed4937-dec-000347,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Claude Opus 4.8""]","[""Claude Opus 4.8""]","{""offer"":{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]},""to_player_id"":""Claude Opus 4.8""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,88,88,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-087-089"",""mock-83265-81ed4937-dec-000347""]"
PRM-0062,88,mock-83265-81ed4937-dec-000349,,mock-83265-81ed4937-dec-000349,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""Gemini 3.1 Pro Preview""]","[""Gemini 3.1 Pro Preview""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[""READING_RAILROAD""]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""BALTIC_AVENUE""]},""to_player_id"":""Gemini 3.1 Pro Preview""}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,88,88,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-087-089"",""mock-83265-81ed4937-dec-000349""]"
PRM-0063,88,mock-83265-81ed4937-dec-000350,,mock-83265-81ed4937-dec-000350,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""BALTIC_AVENUE""]},""request"":{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,88,88,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-087-089"",""mock-83265-81ed4937-dec-000350""]"
PRM-0064,88,mock-83265-81ed4937-dec-000351,,mock-83265-81ed4937-dec-000351,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""BALTIC_AVENUE""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,88,88,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-087-089"",""mock-83265-81ed4937-dec-000351""]"
PRM-0065,88,mock-83265-81ed4937-dec-000352,,mock-83265-81ed4937-dec-000352,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""BALTIC_AVENUE""]},""request"":{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,88,88,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-087-089"",""mock-83265-81ed4937-dec-000352""]"
PRM-0066,88,mock-83265-81ed4937-dec-000353,,mock-83265-81ed4937-dec-000353,OpenAI GPT 5.5,OpenAI GPT 5.5,"[""trade_counterparty""]","[""trade_counterparty""]","{""offer"":{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]},""request"":{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""BALTIC_AVENUE""]}}",Engine-valid counterparty acceptance of this exact offer before rejection/counter/expiry.,Current synchronous trade thread.,[],[],[],[],false,88,88,yes_engine_valid_offer,ambiguous_not_testable,no independently testable future obligation,high_for_engine_disposition_medium_for_natural_language_commitment,A synchronous conditional offer is not a long-horizon promise; a counter or rejection terminates it and is not breach.,"[""RB-087-089"",""mock-83265-81ed4937-dec-000353""]"
