schema_version,trace_analyzer_version,failure_taxonomy_version,kind,run_id,finding_id,finding_type,severity,confidence,status,turn_index,decision_id,player_id,model_id,event_seq_start,event_seq_end,supporting_event_ids,supporting_action_ids,supporting_decision_ids,summary,details,derived_metrics,snapshot_path,human_review_required,human_review_status,tags
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000039,schema_failure,high,1.0,deterministic,126,mock-2413970733-53b199c1-dec-000383,Claude Opus 4.8,anthropic/claude-opus-4.8,2615,2619,"[""mock-2413970733-53b199c1-evt-002615"", ""mock-2413970733-53b199c1-evt-002616"", ""mock-2413970733-53b199c1-evt-002617"", ""mock-2413970733-53b199c1-evt-002618"", ""mock-2413970733-53b199c1-evt-002619""]","[""mock-2413970733-53b199c1-dec-000383""]","[""mock-2413970733-53b199c1-dec-000383""]","$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000383', 'action': 'counter_trade', 'args': {'request': {'cash': 0, 'properties': ['ST_CHARLES_PLACE', 'STATES_AVENUE', 'VIRGINIA_AVENUE'], 'get_out_of_jail_cards': 0}}, 'private_thought': 'GPT at $54, all pinks mortgaged. Unmortgaging costs ~$242, so $250 + $242 = $492 leaves me only ~$96 — too thin to build. GPT is likely to bankrupt soon (possibly to me, giving me these free). But locking the pink monopoly adjacent to my reds is a strong wall. Split the difference at $200; keeps GPT alive today, gets me the set, preserves more cash. If refused, I lose nothing — I keep collecting rent and may inherit these in bankruptcy.</parameter>\n<parameter name=""public_message"">You\'re stripped to the studs and need cash this turn. Remember I still have to sink ~$242 just to unmortgage before a single house goes down. $250 makes this a losing deal for me. $200 is my real number — it keeps you breathing today. Take it or I\'m content to keep collecting rent while you bleed.</parameter>\n<parameter name=""offer"">{""cash"": 200, ""properties"": [], ""get_out_of_jail_cards"": 0}'} is not valid under any of the given schemas","{""validation_error"": ""$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000383', 'action': 'counter_trade', 'args': {'request': {'cash': 0, 'properties': ['ST_CHARLES_PLACE', 'STATES_AVENUE', 'VIRGINIA_AVENUE'], 'get_out_of_jail_cards': 0}}, 'private_thought': 'GPT at $54, all pinks mortgaged. Unmortgaging costs ~$242, so $250 + $242 = $492 leaves me only ~$96 — too thin to build. GPT is likely to bankrupt soon (possibly to me, giving me these free). But locking the pink monopoly adjacent to my reds is a strong wall. Split the difference at $200; keeps GPT alive today, gets me the set, preserves more cash. If refused, I lose nothing — I keep collecting rent and may inherit these in bankruptcy.</parameter>\\n<parameter name=\""public_message\"">You\\'re stripped to the studs and need cash this turn. Remember I still have to sink ~$242 just to unmortgage before a single house goes down. $250 makes this a losing deal for me. $200 is my real number — it keeps you breathing today. Take it or I\\'m content to keep collecting rent while you bleed.</parameter>\\n<parameter name=\""offer\"">{\""cash\"": 200, \""properties\"": [], \""get_out_of_jail_cards\"": 0}'} is not valid under any of the given schemas""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000040,missing_required_public_message,medium,1.0,deterministic,126,mock-2413970733-53b199c1-dec-000383,Claude Opus 4.8,anthropic/claude-opus-4.8,2615,2619,"[""mock-2413970733-53b199c1-evt-002615"", ""mock-2413970733-53b199c1-evt-002616"", ""mock-2413970733-53b199c1-evt-002617"", ""mock-2413970733-53b199c1-evt-002618"", ""mock-2413970733-53b199c1-evt-002619""]","[""mock-2413970733-53b199c1-dec-000383""]","[""mock-2413970733-53b199c1-dec-000383""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000041,schema_failure,high,1.0,deterministic,132,mock-2413970733-53b199c1-dec-000403,OpenAI GPT 5.5,openai/gpt-5.5,2766,2771,"[""mock-2413970733-53b199c1-evt-002766"", ""mock-2413970733-53b199c1-evt-002767"", ""mock-2413970733-53b199c1-evt-002768"", ""mock-2413970733-53b199c1-evt-002769"", ""mock-2413970733-53b199c1-evt-002770"", ""mock-2413970733-53b199c1-evt-002771""]","[""mock-2413970733-53b199c1-dec-000403""]","[""mock-2413970733-53b199c1-dec-000403""]",Cannot trade property with buildings.,"{""validation_error"": ""Cannot trade property with buildings.""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000042,schema_failure,high,1.0,deterministic,137,mock-2413970733-53b199c1-dec-000439,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,2985,2989,"[""mock-2413970733-53b199c1-evt-002985"", ""mock-2413970733-53b199c1-evt-002986"", ""mock-2413970733-53b199c1-evt-002987"", ""mock-2413970733-53b199c1-evt-002988"", ""mock-2413970733-53b199c1-evt-002989""]","[""mock-2413970733-53b199c1-dec-000439""]","[""mock-2413970733-53b199c1-dec-000439""]","$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000439', 'action': 'counter_trade', 'args': {'offer': {'properties': {'items': []}, 'get_out_of_jail_cards': 0, 'cash': 350}, 'request': {'cash': 0, 'get_out_of_jail_cards': 0, 'properties': {'items': ['ST_JAMES_PLACE', 'TENNESSEE_AVENUE']}}}, 'public_message': ""$500 is still too dangerous for me with Claude's 3-house Reds. I can offer $350. That gives you $441 total to work with. Take it or leave it, GPT."", 'private_thought': ""GPT is desperate. They need cash to survive. I won't give them $500 as it leaves me too exposed to Claude's Reds. $350 is a fair compromise that gives them a lifeline and gets me the Oranges.""} is not valid under any of the given schemas","{""validation_error"": ""$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000439', 'action': 'counter_trade', 'args': {'offer': {'properties': {'items': []}, 'get_out_of_jail_cards': 0, 'cash': 350}, 'request': {'cash': 0, 'get_out_of_jail_cards': 0, 'properties': {'items': ['ST_JAMES_PLACE', 'TENNESSEE_AVENUE']}}}, 'public_message': \""$500 is still too dangerous for me with Claude's 3-house Reds. I can offer $350. That gives you $441 total to work with. Take it or leave it, GPT.\"", 'private_thought': \""GPT is desperate. They need cash to survive. I won't give them $500 as it leaves me too exposed to Claude's Reds. $350 is a fair compromise that gives them a lifeline and gets me the Oranges.\""} is not valid under any of the given schemas""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000043,missing_tool_call,high,1.0,deterministic,137,mock-2413970733-53b199c1-dec-000454,OpenAI GPT 5.5,openai/gpt-5.5,3065,3069,"[""mock-2413970733-53b199c1-evt-003065"", ""mock-2413970733-53b199c1-evt-003066"", ""mock-2413970733-53b199c1-evt-003067"", ""mock-2413970733-53b199c1-evt-003068"", ""mock-2413970733-53b199c1-evt-003069""]","[""mock-2413970733-53b199c1-dec-000454""]","[""mock-2413970733-53b199c1-dec-000454""]",No tool call found,"{""validation_error"": ""No tool call found""}",{},,False,not_required,"[""missing_tool_call""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000044,schema_failure,high,1.0,deterministic,151,mock-2413970733-53b199c1-dec-000538,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,3567,3571,"[""mock-2413970733-53b199c1-evt-003567"", ""mock-2413970733-53b199c1-evt-003568"", ""mock-2413970733-53b199c1-evt-003569"", ""mock-2413970733-53b199c1-evt-003570"", ""mock-2413970733-53b199c1-evt-003571""]","[""mock-2413970733-53b199c1-dec-000538""]","[""mock-2413970733-53b199c1-dec-000538""]","$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000538', 'action': 'counter_trade', 'args': {'offer': {'properties': {'items': []}, 'cash': 300, 'get_out_of_jail_cards': 0}, 'request': {'properties': {'items': ['BOARDWALK']}, 'get_out_of_jail_cards': 0, 'cash': 0}}, 'public_message': ""$400 is still pushing it when I have other sets to develop. My final offer is $300 - it gives you decent runway to stay alive and doesn't drain my cash buffer entirely. Deal?"", 'private_thought': ""$400 lowers my cash buffer a bit much considering Claude's 4-house Illinois. I'll offer $300 as a final middle ground. If they refuse, I don't need Dark Blue anyway since I have Light Blue, Orange, Pink, and Green.""} is not valid under any of the given schemas","{""validation_error"": ""$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000538', 'action': 'counter_trade', 'args': {'offer': {'properties': {'items': []}, 'cash': 300, 'get_out_of_jail_cards': 0}, 'request': {'properties': {'items': ['BOARDWALK']}, 'get_out_of_jail_cards': 0, 'cash': 0}}, 'public_message': \""$400 is still pushing it when I have other sets to develop. My final offer is $300 - it gives you decent runway to stay alive and doesn't drain my cash buffer entirely. Deal?\"", 'private_thought': \""$400 lowers my cash buffer a bit much considering Claude's 4-house Illinois. I'll offer $300 as a final middle ground. If they refuse, I don't need Dark Blue anyway since I have Light Blue, Orange, Pink, and Green.\""} is not valid under any of the given schemas""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,trace,mock-2413970733-53b199c1,trace-000045,fallback_used,high,1.0,deterministic,156,mock-2413970733-53b199c1-dec-000582,Claude Opus 4.8,anthropic/claude-opus-4.8,3821,3830,"[""mock-2413970733-53b199c1-evt-003821"", ""mock-2413970733-53b199c1-evt-003822"", ""mock-2413970733-53b199c1-evt-003823"", ""mock-2413970733-53b199c1-evt-003824"", ""mock-2413970733-53b199c1-evt-003825"", ""mock-2413970733-53b199c1-evt-003826"", ""mock-2413970733-53b199c1-evt-003827"", ""mock-2413970733-53b199c1-evt-003828"", ""mock-2413970733-53b199c1-evt-003829"", ""mock-2413970733-53b199c1-evt-003830""]","[""mock-2413970733-53b199c1-dec-000582""]","[""mock-2413970733-53b199c1-dec-000582""]",Fallback used after malformed_after_retry,"{""fallback_reason"": ""malformed_after_retry""}",{},,False,not_required,"[""fallback_used""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000046,retry_failed,high,1.0,deterministic,156,mock-2413970733-53b199c1-dec-000582,Claude Opus 4.8,anthropic/claude-opus-4.8,3821,3830,"[""mock-2413970733-53b199c1-evt-003821"", ""mock-2413970733-53b199c1-evt-003822"", ""mock-2413970733-53b199c1-evt-003823"", ""mock-2413970733-53b199c1-evt-003824"", ""mock-2413970733-53b199c1-evt-003825"", ""mock-2413970733-53b199c1-evt-003826"", ""mock-2413970733-53b199c1-evt-003827"", ""mock-2413970733-53b199c1-evt-003828"", ""mock-2413970733-53b199c1-evt-003829"", ""mock-2413970733-53b199c1-evt-003830""]","[""mock-2413970733-53b199c1-dec-000582""]","[""mock-2413970733-53b199c1-dec-000582""]",Corrective retry did not produce a valid action,"{""fallback_reason"": ""malformed_after_retry""}",{},,False,not_required,"[""retry_failed""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000047,missing_required_public_message,medium,1.0,deterministic,156,mock-2413970733-53b199c1-dec-000582,Claude Opus 4.8,anthropic/claude-opus-4.8,3821,3830,"[""mock-2413970733-53b199c1-evt-003821"", ""mock-2413970733-53b199c1-evt-003822"", ""mock-2413970733-53b199c1-evt-003823"", ""mock-2413970733-53b199c1-evt-003824"", ""mock-2413970733-53b199c1-evt-003825"", ""mock-2413970733-53b199c1-evt-003826"", ""mock-2413970733-53b199c1-evt-003827"", ""mock-2413970733-53b199c1-evt-003828"", ""mock-2413970733-53b199c1-evt-003829"", ""mock-2413970733-53b199c1-evt-003830""]","[""mock-2413970733-53b199c1-dec-000582""]","[""mock-2413970733-53b199c1-dec-000582""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000048,missing_required_public_message,medium,1.0,deterministic,156,mock-2413970733-53b199c1-dec-000582,Claude Opus 4.8,anthropic/claude-opus-4.8,3821,3830,"[""mock-2413970733-53b199c1-evt-003821"", ""mock-2413970733-53b199c1-evt-003822"", ""mock-2413970733-53b199c1-evt-003823"", ""mock-2413970733-53b199c1-evt-003824"", ""mock-2413970733-53b199c1-evt-003825"", ""mock-2413970733-53b199c1-evt-003826"", ""mock-2413970733-53b199c1-evt-003827"", ""mock-2413970733-53b199c1-evt-003828"", ""mock-2413970733-53b199c1-evt-003829"", ""mock-2413970733-53b199c1-evt-003830""]","[""mock-2413970733-53b199c1-dec-000582""]","[""mock-2413970733-53b199c1-dec-000582""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
